time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2022-10-02 10:00:00 UTC+0000,21.5,3.71,32.7,3.71
2022-10-02 14:00:00 UTC+0000,4.5,0.87,7.26,0.87
2022-10-02 18:00:00 UTC+0000,1.0,0.08,1.75,0.08
2022-10-02 22:00:00 UTC+0000,1.15,0.07,2.0,0.07
2022-10-03 02:00:00 UTC+0000,1.38,0.05,2.0,0.07
2022-10-03 06:00:00 UTC+0000,4.33,1.11,6.72,0.72
2022-10-03 10:00:00 UTC+0000,13.5,1.31,21.5,2.77
2022-10-03 14:00:00 UTC+0000,2.78,0.65,4.5,0.5
2022-10-03 18:00:00 UTC+0000,0.74,0.52,1.0,0.06
2022-10-03 22:00:00 UTC+0000,0.53,1.15,1.15,0.09
2022-10-04 02:00:00 UTC+0000,0.56,1.38,1.38,0.09
2022-10-04 06:00:00 UTC+0000,1.71,4.33,4.33,0.39
2022-10-04 10:00:00 UTC+0000,5.92,13.5,13.5,1.3
2022-10-04 14:00:00 UTC+0000,1.3,2.78,2.78,0.5
2022-10-04 18:00:00 UTC+0000,0.37,0.74,0.74,0.06
2022-10-04 22:00:00 UTC+0000,0.46,0.53,0.53,0.1
2022-10-05 02:00:00 UTC+0000,0.5,0.56,0.56,0.1
2022-10-05 06:00:00 UTC+0000,1.68,1.71,1.71,20.7
2022-10-05 10:00:00 UTC+0000,9.4,5.92,5.92,9.42
2022-10-05 14:00:00 UTC+0000,1.56,1.3,1.3,5.98
2022-10-05 18:00:00 UTC+0000,0.75,0.37,0.37,2.0
2022-10-05 22:00:00 UTC+0000,1.2,0.46,0.46,0.08
2022-10-06 02:00:00 UTC+0000,1.58,0.5,0.5,0.08
2022-10-06 06:00:00 UTC+0000,16.07,1.68,1.68,3.25
2022-10-06 10:00:00 UTC+0000,7.5,9.4,9.4,2.4
2022-10-06 14:00:00 UTC+0000,1.01,1.56,1.56,1.41
2022-10-06 18:00:00 UTC+0000,0.8,0.75,0.75,0.55
2022-10-06 22:00:00 UTC+0000,0.63,1.2,1.2,0.07
2022-10-07 02:00:00 UTC+0000,0.53,1.58,1.58,0.05
2022-10-07 06:00:00 UTC+0000,3.9,16.07,16.07,1.11
2022-10-07 10:00:00 UTC+0000,5.5,7.5,7.5,1.31
2022-10-07 14:00:00 UTC+0000,0.67,1.01,1.01,0.65
2022-10-07 18:00:00 UTC+0000,0.45,0.8,0.8,0.52
2022-10-07 22:00:00 UTC+0000,0.58,1.5,0.63,1.5
2022-10-08 02:00:00 UTC+0000,1.0,2.42,0.53,2.42
2022-10-08 06:00:00 UTC+0000,4.44,9.0,3.9,9.0
2022-10-08 10:00:00 UTC+0000,9.8,32.7,5.5,32.7
2022-10-08 14:00:00 UTC+0000,1.15,7.26,0.67,7.26
2022-10-08 18:00:00 UTC+0000,0.47,1.75,0.45,1.75
2022-10-08 22:00:00 UTC+0000,0.5,2.0,0.58,2.0
2022-10-09 02:00:00 UTC+0000,0.64,2.0,1.0,2.0
2022-10-09 06:00:00 UTC+0000,3.56,6.72,4.44,6.72
2022-10-09 10:00:00 UTC+0000,12.37,21.5,9.8,21.5
2022-10-09 14:00:00 UTC+0000,0.69,4.5,1.15,4.5
2022-10-09 18:00:00 UTC+0000,0.34,1.0,0.47,1.0
2022-10-09 22:00:00 UTC+0000,0.5,0.63,0.5,1.15
2022-10-10 02:00:00 UTC+0000,0.54,0.53,0.64,1.38
2022-10-10 06:00:00 UTC+0000,1.9,3.9,3.56,4.33
2022-10-10 10:00:00 UTC+0000,4.64,5.5,12.37,13.5
2022-10-10 14:00:00 UTC+0000,0.52,0.67,0.69,2.78
2022-10-10 18:00:00 UTC+0000,0.28,0.45,0.34,0.74
2022-10-10 22:00:00 UTC+0000,0.33,0.5,0.5,0.53
2022-10-11 02:00:00 UTC+0000,0.35,0.54,0.54,0.56
2022-10-11 06:00:00 UTC+0000,1.13,1.9,1.9,1.71
2022-10-11 10:00:00 UTC+0000,3.0,4.64,4.64,5.92
2022-10-11 14:00:00 UTC+0000,0.3,0.52,0.52,1.3
2022-10-11 18:00:00 UTC+0000,0.15,0.28,0.28,0.37
2022-10-11 22:00:00 UTC+0000,0.17,0.33,0.33,0.46
2022-10-12 02:00:00 UTC+0000,0.19,0.35,0.35,0.5
2022-10-12 06:00:00 UTC+0000,0.68,1.13,1.13,1.68
2022-10-12 10:00:00 UTC+0000,1.65,3.0,3.0,9.4
2022-10-12 14:00:00 UTC+0000,0.19,0.3,0.3,1.56
2022-10-12 18:00:00 UTC+0000,0.11,0.15,0.15,0.75
2022-10-12 22:00:00 UTC+0000,0.11,0.17,0.17,1.2
2022-10-13 02:00:00 UTC+0000,0.13,0.19,0.19,1.58
2022-10-13 06:00:00 UTC+0000,4.15,0.68,0.68,16.07
2022-10-13 10:00:00 UTC+0000,0.92,1.65,1.65,7.5
2022-10-13 14:00:00 UTC+0000,0.11,0.19,0.19,1.01
2022-10-13 18:00:00 UTC+0000,0.07,0.11,0.11,0.8
2022-10-13 22:00:00 UTC+0000,0.06,0.11,0.11,0.63
2022-10-14 02:00:00 UTC+0000,0.07,0.13,0.13,0.53
2022-10-14 06:00:00 UTC+0000,1.14,4.15,4.15,3.9
2022-10-14 10:00:00 UTC+0000,0.52,0.92,0.92,5.5
2022-10-14 14:00:00 UTC+0000,0.08,0.11,0.11,0.67
2022-10-14 18:00:00 UTC+0000,0.08,0.07,0.07,0.45
2022-10-14 22:00:00 UTC+0000,0.32,0.58,0.06,0.58
2022-10-15 02:00:00 UTC+0000,0.55,1.0,0.07,1.0
2022-10-15 06:00:00 UTC+0000,3.0,4.44,1.14,4.44
2022-10-15 10:00:00 UTC+0000,6.0,9.8,0.52,9.8
2022-10-15 14:00:00 UTC+0000,1.43,1.15,0.08,1.15
2022-10-15 18:00:00 UTC+0000,2.15,0.47,0.08,0.47
2022-10-15 22:00:00 UTC+0000,4.5,0.5,0.32,0.5
2022-10-16 02:00:00 UTC+0000,2.01,0.64,0.55,0.64
2022-10-16 06:00:00 UTC+0000,6.25,3.56,3.0,3.56
2022-10-16 10:00:00 UTC+0000,67.0,12.37,6.0,12.37
2022-10-16 14:00:00 UTC+0000,1.03,0.69,1.43,0.69
2022-10-16 18:00:00 UTC+0000,1.59,0.34,2.15,0.34
2022-10-16 22:00:00 UTC+0000,1.33,0.06,4.5,0.5
2022-10-17 02:00:00 UTC+0000,0.74,0.07,2.01,0.54
2022-10-17 06:00:00 UTC+0000,2.0,1.14,6.25,1.9
2022-10-17 10:00:00 UTC+0000,7.33,0.52,67.0,4.64
2022-10-17 14:00:00 UTC+0000,0.48,0.08,1.03,0.52
2022-10-17 18:00:00 UTC+0000,0.69,0.08,1.59,0.28
2022-10-17 22:00:00 UTC+0000,0.5,1.33,1.33,0.33
2022-10-18 02:00:00 UTC+0000,0.34,0.74,0.74,0.35
2022-10-18 06:00:00 UTC+0000,0.9,2.0,2.0,1.13
2022-10-18 10:00:00 UTC+0000,2.75,7.33,7.33,3.0
2022-10-18 14:00:00 UTC+0000,0.23,0.48,0.48,0.3
2022-10-18 18:00:00 UTC+0000,0.34,0.69,0.69,0.15
2022-10-18 22:00:00 UTC+0000,0.24,0.5,0.5,0.17
2022-10-19 02:00:00 UTC+0000,0.17,0.34,0.34,0.19
2022-10-19 06:00:00 UTC+0000,0.47,0.9,0.9,0.68
2022-10-19 10:00:00 UTC+0000,1.23,2.75,2.75,1.65
2022-10-19 14:00:00 UTC+0000,0.14,0.23,0.23,0.19
2022-10-19 18:00:00 UTC+0000,0.2,0.34,0.34,0.11
2022-10-19 22:00:00 UTC+0000,4.2,0.24,0.24,0.11
2022-10-20 02:00:00 UTC+0000,3.73,0.17,0.17,0.13
2022-10-20 06:00:00 UTC+0000,0.62,0.47,0.47,4.15
2022-10-20 10:00:00 UTC+0000,1.89,1.23,1.23,0.92
2022-10-20 14:00:00 UTC+0000,0.2,0.14,0.14,0.11
2022-10-20 18:00:00 UTC+0000,2.0,0.2,0.2,0.07
2022-10-20 22:00:00 UTC+0000,1.2,4.2,4.2,0.06
2022-10-21 02:00:00 UTC+0000,0.84,3.73,3.73,0.07
2022-10-21 06:00:00 UTC+0000,0.37,0.62,0.62,1.14
2022-10-21 10:00:00 UTC+0000,0.86,1.89,1.89,0.52
2022-10-21 14:00:00 UTC+0000,0.11,0.2,0.2,0.08
2022-10-21 18:00:00 UTC+0000,0.64,2.0,2.0,0.08
2022-10-21 22:00:00 UTC+0000,0.58,0.32,1.2,0.32
2022-10-22 02:00:00 UTC+0000,0.47,0.55,0.84,0.55
2022-10-22 06:00:00 UTC+0000,0.49,3.0,0.37,3.0
2022-10-22 10:00:00 UTC+0000,2.53,6.0,0.86,6.0
2022-10-22 14:00:00 UTC+0000,0.2,1.43,0.11,1.43
2022-10-22 18:00:00 UTC+0000,0.56,2.15,0.64,2.15
2022-10-22 22:00:00 UTC+0000,0.38,4.5,0.58,4.5
2022-10-23 02:00:00 UTC+0000,0.3,2.01,0.47,2.01
2022-10-23 06:00:00 UTC+0000,0.36,6.25,0.49,6.25
2022-10-23 10:00:00 UTC+0000,2.25,67.0,2.53,67.0
2022-10-23 14:00:00 UTC+0000,0.15,1.03,0.2,1.03
2022-10-23 18:00:00 UTC+0000,0.5,1.59,0.56,1.59
2022-10-23 22:00:00 UTC+0000,15.0,1.2,0.38,1.33
2022-10-24 02:00:00 UTC+0000,3.0,0.84,0.3,0.74
2022-10-24 06:00:00 UTC+0000,0.65,0.37,0.36,2.0
2022-10-24 10:00:00 UTC+0000,5.0,0.86,2.25,7.33
2022-10-24 14:00:00 UTC+0000,0.1,0.11,0.15,0.48
2022-10-24 18:00:00 UTC+0000,1.11,0.64,0.5,0.69
2022-10-24 22:00:00 UTC+0000,6.1,15.0,15.0,0.5
2022-10-25 02:00:00 UTC+0000,2.0,3.0,3.0,0.34
2022-10-25 06:00:00 UTC+0000,0.38,0.65,0.65,0.9
2022-10-25 10:00:00 UTC+0000,3.0,5.0,5.0,2.75
2022-10-25 14:00:00 UTC+0000,0.07,0.1,0.1,0.23
2022-10-25 18:00:00 UTC+0000,0.47,1.11,1.11,0.34
2022-10-25 22:00:00 UTC+0000,2.2,6.1,6.1,0.24
2022-10-26 02:00:00 UTC+0000,0.88,2.0,2.0,0.17
2022-10-26 06:00:00 UTC+0000,0.23,0.38,0.38,0.47
2022-10-26 10:00:00 UTC+0000,1.52,3.0,3.0,1.23
2022-10-26 14:00:00 UTC+0000,0.08,0.07,0.07,0.14
2022-10-26 18:00:00 UTC+0000,0.3,0.47,0.47,0.2
2022-10-26 22:00:00 UTC+0000,4.37,2.2,2.2,4.2
2022-10-27 02:00:00 UTC+0000,0.66,0.88,0.88,3.73
2022-10-27 06:00:00 UTC+0000,0.13,0.23,0.23,0.62
2022-10-27 10:00:00 UTC+0000,0.84,1.52,1.52,1.89
2022-10-27 14:00:00 UTC+0000,0.05,0.08,0.08,0.2
2022-10-27 18:00:00 UTC+0000,5.3,0.3,0.3,2.0
2022-10-27 22:00:00 UTC+0000,1.95,4.37,4.37,1.2
2022-10-28 02:00:00 UTC+0000,0.58,0.66,0.66,0.84
2022-10-28 06:00:00 UTC+0000,0.11,0.13,0.13,0.37
2022-10-28 10:00:00 UTC+0000,0.44,0.84,0.84,0.86
2022-10-28 14:00:00 UTC+0000,0.07,0.05,0.05,0.11
2022-10-28 18:00:00 UTC+0000,1.85,5.3,5.3,0.64
2022-10-28 22:00:00 UTC+0000,1.2,0.58,1.95,0.58
2022-10-29 02:00:00 UTC+0000,0.45,0.47,0.58,0.47
2022-10-29 06:00:00 UTC+0000,1.5,0.49,0.11,0.49
2022-10-29 10:00:00 UTC+0000,3.3,2.53,0.44,2.53
2022-10-29 14:00:00 UTC+0000,1.39,0.2,0.07,0.2
2022-10-29 18:00:00 UTC+0000,1.18,0.56,1.85,0.56
2022-10-29 22:00:00 UTC+0000,14.0,0.38,1.2,0.38
2022-10-30 03:00:00 UTC+0000,0.55,0.3,0.45,0.3
2022-10-30 07:00:00 UTC+0000,5.0,0.36,1.5,0.36
2022-10-30 11:00:00 UTC+0000,6.25,2.25,3.3,2.25
2022-10-30 15:00:00 UTC+0000,0.95,0.15,1.39,0.15
2022-10-30 19:00:00 UTC+0000,0.8,0.5,1.18,0.5
2022-10-30 23:00:00 UTC+0000,5.0,1.95,14.0,15.0
2022-10-31 03:00:00 UTC+0000,5.0,0.58,0.55,3.0
2022-10-31 07:00:00 UTC+0000,3.67,0.11,5.0,0.65
2022-10-31 11:00:00 UTC+0000,2.75,0.44,6.25,5.0
2022-10-31 15:00:00 UTC+0000,1.5,0.07,0.95,0.1
2022-10-31 19:00:00 UTC+0000,8.0,1.85,0.8,1.11
2022-10-31 23:00:00 UTC+0000,5.46,5.0,5.0,6.1
2022-11-01 03:00:00 UTC+0000,18.3,5.0,5.0,2.0
2022-11-01 07:00:00 UTC+0000,19.8,3.67,3.67,0.38
2022-11-01 11:00:00 UTC+0000,16.0,2.75,2.75,3.0
2022-11-01 15:00:00 UTC+0000,8.8,1.5,1.5,0.07
2022-11-01 19:00:00 UTC+0000,7.8,8.0,8.0,0.47
2022-11-01 23:00:00 UTC+0000,10.34,5.46,5.46,2.2
2022-11-02 03:00:00 UTC+0000,10.0,18.3,18.3,0.88
2022-11-02 07:00:00 UTC+0000,10.74,19.8,19.8,0.23
2022-11-02 11:00:00 UTC+0000,14.99,16.0,16.0,1.52
2022-11-02 15:00:00 UTC+0000,4.1,8.8,8.8,0.08
2022-11-02 19:00:00 UTC+0000,5.31,7.8,7.8,0.3
2022-11-02 23:00:00 UTC+0000,7.0,10.34,10.34,4.37
2022-11-03 03:00:00 UTC+0000,10.0,10.0,10.0,0.66
2022-11-03 07:00:00 UTC+0000,6.04,10.74,10.74,0.13
2022-11-03 11:00:00 UTC+0000,5.0,14.99,14.99,0.84
2022-11-03 15:00:00 UTC+0000,1.85,4.1,4.1,0.05
2022-11-03 19:00:00 UTC+0000,3.49,5.31,5.31,5.3
2022-11-03 23:00:00 UTC+0000,4.55,7.0,7.0,1.95
2022-11-04 03:00:00 UTC+0000,3.99,10.0,10.0,0.58
2022-11-04 07:00:00 UTC+0000,2.99,6.04,6.04,0.11
2022-11-04 11:00:00 UTC+0000,2.21,5.0,5.0,0.44
2022-11-04 15:00:00 UTC+0000,1.0,1.85,1.85,0.07
2022-11-04 19:00:00 UTC+0000,2.1,3.49,3.49,1.85
2022-11-04 23:00:00 UTC+0000,2.08,1.2,4.55,1.2
2022-11-05 03:00:00 UTC+0000,2.0,0.45,3.99,0.45
2022-11-05 07:00:00 UTC+0000,1.99,1.5,2.99,1.5
2022-11-05 11:00:00 UTC+0000,1.72,3.3,2.21,3.3
2022-11-05 15:00:00 UTC+0000,0.65,1.39,1.0,1.39
2022-11-05 19:00:00 UTC+0000,3.75,1.18,2.1,1.18
2022-11-05 23:00:00 UTC+0000,6.75,14.0,2.08,14.0
2022-11-06 03:00:00 UTC+0000,6.78,0.55,2.0,0.55
2022-11-06 07:00:00 UTC+0000,5.43,5.0,1.99,5.0
2022-11-06 11:00:00 UTC+0000,7.35,6.25,1.72,6.25
2022-11-06 15:00:00 UTC+0000,2.0,0.95,0.65,0.95
2022-11-06 19:00:00 UTC+0000,5.5,0.8,3.75,0.8
2022-11-06 23:00:00 UTC+0000,42.0,4.55,6.75,5.0
2022-11-07 03:00:00 UTC+0000,8.5,3.99,6.78,5.0
2022-11-07 07:00:00 UTC+0000,5.0,2.99,5.43,3.67
2022-11-07 11:00:00 UTC+0000,5.25,2.21,7.35,2.75
2022-11-07 15:00:00 UTC+0000,1.53,1.0,2.0,1.5
2022-11-07 19:00:00 UTC+0000,27.27,2.1,5.5,8.0
2022-11-07 23:00:00 UTC+0000,25.0,42.0,42.0,5.46
2022-11-08 03:00:00 UTC+0000,15.0,8.5,8.5,18.3
2022-11-08 07:00:00 UTC+0000,7.4,5.0,5.0,19.8
2022-11-08 11:00:00 UTC+0000,2.8,5.25,5.25,16.0
2022-11-08 15:00:00 UTC+0000,0.72,1.53,1.53,8.8
2022-11-08 19:00:00 UTC+0000,14.0,27.27,27.27,7.8
2022-11-08 23:00:00 UTC+0000,20.0,25.0,25.0,10.34
2022-11-09 03:00:00 UTC+0000,8.2,15.0,15.0,10.0
2022-11-09 07:00:00 UTC+0000,3.46,7.4,7.4,10.74
2022-11-09 11:00:00 UTC+0000,1.62,2.8,2.8,14.99
2022-11-09 15:00:00 UTC+0000,0.46,0.72,0.72,4.1
2022-11-09 19:00:00 UTC+0000,7.5,14.0,14.0,5.31
2022-11-09 23:00:00 UTC+0000,12.5,20.0,20.0,7.0
2022-11-10 03:00:00 UTC+0000,5.66,8.2,8.2,10.0
2022-11-10 07:00:00 UTC+0000,1.81,3.46,3.46,6.04
2022-11-10 11:00:00 UTC+0000,0.97,1.62,1.62,5.0
2022-11-10 15:00:00 UTC+0000,0.28,0.46,0.46,1.85
2022-11-10 19:00:00 UTC+0000,4.67,7.5,7.5,3.49
2022-11-10 23:00:00 UTC+0000,8.0,12.5,12.5,4.55
2022-11-11 03:00:00 UTC+0000,3.95,5.66,5.66,3.99
2022-11-11 07:00:00 UTC+0000,0.94,1.81,1.81,2.99
2022-11-11 11:00:00 UTC+0000,0.55,0.97,0.97,2.21
2022-11-11 15:00:00 UTC+0000,0.16,0.28,0.28,1.0
2022-11-11 19:00:00 UTC+0000,2.85,4.67,4.67,2.1
2022-11-11 23:00:00 UTC+0000,5.0,2.08,8.0,2.08
2022-11-12 03:00:00 UTC+0000,2.6,2.0,3.95,2.0
2022-11-12 07:00:00 UTC+0000,0.9,1.99,0.94,1.99
2022-11-12 11:00:00 UTC+0000,0.94,1.72,0.55,1.72
2022-11-12 15:00:00 UTC+0000,0.28,0.65,0.16,0.65
2022-11-12 19:00:00 UTC+0000,2.1,3.75,2.85,3.75
2022-11-12 23:00:00 UTC+0000,3.6,6.75,5.0,6.75
2022-11-13 03:00:00 UTC+0000,2.02,6.78,2.6,6.78
2022-11-13 07:00:00 UTC+0000,2.5,5.43,0.9,5.43
2022-11-13 11:00:00 UTC+0000,2.2,7.35,0.94,7.35
2022-11-13 15:00:00 UTC+0000,1.0,2.0,0.28,2.0
2022-11-13 19:00:00 UTC+0000,3.02,5.5,2.1,5.5
2022-11-13 23:00:00 UTC+0000,4.1,8.0,3.6,42.0
2022-11-14 03:00:00 UTC+0000,2.6,3.95,2.02,8.5
2022-11-14 07:00:00 UTC+0000,1.08,0.94,2.5,5.0
2022-11-14 11:00:00 UTC+0000,1.1,0.55,2.2,5.25
2022-11-14 15:00:00 UTC+0000,0.52,0.16,1.0,1.53
2022-11-14 19:00:00 UTC+0000,2.0,2.85,3.02,27.27
2022-11-14 23:00:00 UTC+0000,2.6,4.1,4.1,25.0
2022-11-15 03:00:00 UTC+0000,1.29,2.6,2.6,15.0
2022-11-15 07:00:00 UTC+0000,0.64,1.08,1.08,7.4
2022-11-15 11:00:00 UTC+0000,0.66,1.1,1.1,2.8
2022-11-15 15:00:00 UTC+0000,0.33,0.52,0.52,0.72
2022-11-15 19:00:00 UTC+0000,1.67,2.0,2.0,14.0
2022-11-15 23:00:00 UTC+0000,2.75,2.6,2.6,20.0
2022-11-16 03:00:00 UTC+0000,1.6,1.29,1.29,8.2
2022-11-16 07:00:00 UTC+0000,0.49,0.64,0.64,3.46
2022-11-16 11:00:00 UTC+0000,0.48,0.66,0.66,1.62
2022-11-16 15:00:00 UTC+0000,0.24,0.33,0.33,0.46
2022-11-16 19:00:00 UTC+0000,1.8,1.67,1.67,7.5
2022-11-16 23:00:00 UTC+0000,10.8,2.75,2.75,12.5
2022-11-17 03:00:00 UTC+0000,9.0,1.6,1.6,5.66
2022-11-17 07:00:00 UTC+0000,2.1,0.49,0.49,1.81
2022-11-17 11:00:00 UTC+0000,4.44,0.48,0.48,0.97
2022-11-17 15:00:00 UTC+0000,0.44,0.24,0.24,0.28
2022-11-17 19:00:00 UTC+0000,2.22,1.8,1.8,4.67
2022-11-17 23:00:00 UTC+0000,3.6,10.8,10.8,8.0
2022-11-18 03:00:00 UTC+0000,2.9,9.0,9.0,3.95
2022-11-18 07:00:00 UTC+0000,0.91,2.1,2.1,0.94
2022-11-18 11:00:00 UTC+0000,1.2,4.44,4.44,0.55
2022-11-18 15:00:00 UTC+0000,0.2,0.44,0.44,0.16
2022-11-18 19:00:00 UTC+0000,1.41,2.22,2.22,2.85
2022-11-18 23:00:00 UTC+0000,2.2,5.0,3.6,5.0
2022-11-19 03:00:00 UTC+0000,1.5,2.6,2.9,2.6
2022-11-19 07:00:00 UTC+0000,0.57,0.9,0.91,0.9
2022-11-19 11:00:00 UTC+0000,0.75,0.94,1.2,0.94
2022-11-19 15:00:00 UTC+0000,0.16,0.28,0.2,0.28
2022-11-19 19:00:00 UTC+0000,0.8,2.1,1.41,2.1
2022-11-19 23:00:00 UTC+0000,1.5,3.6,2.2,3.6
2022-11-20 03:00:00 UTC+0000,1.0,2.02,1.5,2.02
2022-11-20 07:00:00 UTC+0000,0.69,2.5,0.57,2.5
2022-11-20 11:00:00 UTC+0000,0.86,2.2,0.75,2.2
2022-11-20 15:00:00 UTC+0000,0.14,1.0,0.16,1.0
2022-11-20 19:00:00 UTC+0000,0.8,3.02,0.8,3.02
2022-11-20 23:00:00 UTC+0000,1.95,3.6,1.5,4.1
2022-11-21 03:00:00 UTC+0000,1.25,2.9,1.0,2.6
2022-11-21 07:00:00 UTC+0000,0.55,0.91,0.69,1.08
2022-11-21 11:00:00 UTC+0000,0.61,1.2,0.86,1.1
2022-11-21 15:00:00 UTC+0000,0.18,0.2,0.14,0.52
2022-11-21 19:00:00 UTC+0000,1.5,1.41,0.8,2.0
2022-11-21 23:00:00 UTC+0000,5.2,1.95,1.95,2.6
2022-11-22 03:00:00 UTC+0000,2.1,1.25,1.25,1.29
2022-11-22 07:00:00 UTC+0000,0.44,0.55,0.55,0.64
2022-11-22 11:00:00 UTC+0000,0.44,0.61,0.61,0.66
2022-11-22 15:00:00 UTC+0000,0.14,0.18,0.18,0.33
2022-11-22 19:00:00 UTC+0000,1.0,1.5,1.5,1.67
2022-11-22 23:00:00 UTC+0000,2.75,5.2,5.2,2.75
2022-11-23 03:00:00 UTC+0000,1.27,2.1,2.1,1.6
2022-11-23 07:00:00 UTC+0000,1.5,0.44,0.44,0.49
2022-11-23 11:00:00 UTC+0000,0.41,0.44,0.44,0.48
2022-11-23 15:00:00 UTC+0000,1.0,0.14,0.14,0.24
2022-11-23 19:00:00 UTC+0000,1.86,1.0,1.0,1.8
2022-11-23 23:00:00 UTC+0000,2.28,2.75,2.75,10.8
2022-11-24 03:00:00 UTC+0000,1.6,1.27,1.27,9.0
2022-11-24 07:00:00 UTC+0000,0.9,1.5,1.5,2.1
2022-11-24 11:00:00 UTC+0000,0.33,0.41,0.41,4.44
2022-11-24 15:00:00 UTC+0000,0.96,1.0,1.0,0.44
2022-11-24 19:00:00 UTC+0000,1.19,1.86,1.86,2.22
2022-11-24 23:00:00 UTC+0000,1.83,2.28,2.28,3.6
2022-11-25 03:00:00 UTC+0000,1.17,1.6,1.6,2.9
2022-11-25 07:00:00 UTC+0000,0.55,0.9,0.9,0.91
2022-11-25 11:00:00 UTC+0000,0.23,0.33,0.33,1.2
2022-11-25 15:00:00 UTC+0000,0.69,0.96,0.96,0.2
2022-11-25 19:00:00 UTC+0000,0.8,1.19,1.19,1.41
2022-11-25 23:00:00 UTC+0000,1.14,2.2,1.83,2.2
2022-11-26 03:00:00 UTC+0000,0.62,1.5,1.17,1.5
2022-11-26 07:00:00 UTC+0000,0.49,0.57,0.55,0.57
2022-11-26 11:00:00 UTC+0000,0.3,0.75,0.23,0.75
2022-11-26 15:00:00 UTC+0000,0.45,0.16,0.69,0.16
2022-11-26 19:00:00 UTC+0000,0.66,0.8,0.8,0.8
2022-11-26 23:00:00 UTC+0000,1.31,1.5,1.14,1.5
2022-11-27 03:00:00 UTC+0000,2.34,1.0,0.62,1.0
2022-11-27 07:00:00 UTC+0000,1.6,0.69,0.49,0.69
2022-11-27 11:00:00 UTC+0000,1.17,0.86,0.3,0.86
2022-11-27 15:00:00 UTC+0000,1.26,0.14,0.45,0.14
2022-11-27 19:00:00 UTC+0000,0.73,0.8,0.66,0.8
2022-11-27 23:00:00 UTC+0000,1.77,1.83,1.31,1.95
2022-11-28 03:00:00 UTC+0000,2.8,1.17,2.34,1.25
2022-11-28 07:00:00 UTC+0000,0.54,0.55,1.6,0.55
2022-11-28 11:00:00 UTC+0000,0.4,0.23,1.17,0.61
2022-11-28 15:00:00 UTC+0000,0.48,0.69,1.26,0.18
2022-11-28 19:00:00 UTC+0000,0.89,0.8,0.73,1.5
2022-11-28 23:00:00 UTC+0000,1.33,1.77,1.77,5.2
2022-11-29 03:00:00 UTC+0000,1.44,2.8,2.8,2.1
2022-11-29 07:00:00 UTC+0000,0.35,0.54,0.54,0.44
2022-11-29 11:00:00 UTC+0000,0.22,0.4,0.4,0.44
2022-11-29 15:00:00 UTC+0000,0.31,0.48,0.48,0.14
2022-11-29 19:00:00 UTC+0000,0.64,0.89,0.89,1.0
2022-11-29 23:00:00 UTC+0000,0.97,1.33,1.33,2.75
2022-11-30 03:00:00 UTC+0000,0.96,1.44,1.44,1.27
2022-11-30 07:00:00 UTC+0000,2.0,0.35,0.35,1.5
2022-11-30 11:00:00 UTC+0000,0.15,0.22,0.22,0.41
2022-11-30 15:00:00 UTC+0000,0.2,0.31,0.31,1.0
2022-11-30 19:00:00 UTC+0000,0.45,0.64,0.64,1.86
2022-11-30 23:00:00 UTC+0000,0.7,0.97,0.97,2.28
2022-12-01 03:00:00 UTC+0000,0.73,0.96,0.96,1.6
2022-12-01 07:00:00 UTC+0000,1.0,2.0,2.0,0.9
2022-12-01 11:00:00 UTC+0000,0.11,0.15,0.15,0.33
2022-12-01 15:00:00 UTC+0000,0.14,0.2,0.2,0.96
2022-12-01 19:00:00 UTC+0000,0.37,0.45,0.45,1.19
2022-12-01 23:00:00 UTC+0000,0.53,0.7,0.7,1.83
2022-12-02 03:00:00 UTC+0000,0.55,0.73,0.73,1.17
2022-12-02 07:00:00 UTC+0000,0.68,1.0,1.0,0.55
2022-12-02 11:00:00 UTC+0000,0.08,0.11,0.11,0.23
2022-12-02 15:00:00 UTC+0000,0.18,0.14,0.14,0.69
2022-12-02 19:00:00 UTC+0000,0.31,0.37,0.37,0.8
2022-12-02 23:00:00 UTC+0000,0.42,1.14,0.53,1.14
2022-12-03 03:00:00 UTC+0000,0.41,0.62,0.55,0.62
2022-12-03 07:00:00 UTC+0000,0.84,0.49,0.68,0.49
2022-12-03 11:00:00 UTC+0000,0.12,0.3,0.08,0.3
2022-12-03 15:00:00 UTC+0000,0.29,0.45,0.18,0.45
2022-12-03 19:00:00 UTC+0000,0.35,0.66,0.31,0.66
2022-12-03 23:00:00 UTC+0000,0.41,1.31,0.42,1.31
2022-12-04 03:00:00 UTC+0000,0.35,2.34,0.41,2.34
2022-12-04 07:00:00 UTC+0000,2.0,1.6,0.84,1.6
2022-12-04 11:00:00 UTC+0000,0.19,1.17,0.12,1.17
2022-12-04 15:00:00 UTC+0000,0.31,1.26,0.29,1.26
2022-12-04 19:00:00 UTC+0000,1.5,0.73,0.35,0.73
2022-12-04 23:00:00 UTC+0000,0.64,0.53,0.41,1.77
2022-12-05 03:00:00 UTC+0000,0.66,0.55,0.35,2.8
2022-12-05 07:00:00 UTC+0000,0.43,0.68,2.0,0.54
2022-12-05 11:00:00 UTC+0000,0.05,0.08,0.19,0.4
2022-12-05 15:00:00 UTC+0000,0.15,0.18,0.31,0.48
2022-12-05 19:00:00 UTC+0000,0.55,0.31,1.5,0.89
