time (UTC),aFRR-_capacity_marginal_price[(EUR/MW)/h]
2023-02-07 19:00:00 UTC+0000,3.58
2023-02-07 23:00:00 UTC+0000,8.91
2023-02-08 03:00:00 UTC+0000,6.51
2023-02-08 07:00:00 UTC+0000,3.01
2023-02-08 11:00:00 UTC+0000,8.81
2023-02-08 15:00:00 UTC+0000,2.75
2023-02-08 19:00:00 UTC+0000,5.32
2023-02-08 23:00:00 UTC+0000,11.04
2023-02-09 03:00:00 UTC+0000,9.22
2023-02-09 07:00:00 UTC+0000,3.01
2023-02-09 11:00:00 UTC+0000,10.1
2023-02-09 15:00:00 UTC+0000,2.42
2023-02-09 19:00:00 UTC+0000,4.45
2023-02-09 23:00:00 UTC+0000,10.21
2023-02-10 03:00:00 UTC+0000,7.48
2023-02-10 07:00:00 UTC+0000,2.82
2023-02-10 11:00:00 UTC+0000,8.77
2023-02-10 15:00:00 UTC+0000,2.74
2023-02-10 19:00:00 UTC+0000,11.0
2023-02-10 23:00:00 UTC+0000,28.08
2023-02-11 03:00:00 UTC+0000,26.96
2023-02-11 07:00:00 UTC+0000,9.29
2023-02-11 11:00:00 UTC+0000,13.36
2023-02-11 15:00:00 UTC+0000,3.8
2023-02-11 19:00:00 UTC+0000,7.07
2023-02-11 23:00:00 UTC+0000,12.42
2023-02-12 03:00:00 UTC+0000,11.8
2023-02-12 07:00:00 UTC+0000,4.57
2023-02-12 11:00:00 UTC+0000,8.85
2023-02-12 15:00:00 UTC+0000,2.94
2023-02-12 19:00:00 UTC+0000,4.84
2023-02-12 23:00:00 UTC+0000,11.15
2023-02-13 03:00:00 UTC+0000,9.0
2023-02-13 07:00:00 UTC+0000,3.11
2023-02-13 11:00:00 UTC+0000,6.78
2023-02-13 15:00:00 UTC+0000,2.27
2023-02-13 19:00:00 UTC+0000,4.1
2023-02-13 23:00:00 UTC+0000,8.66
2023-02-14 03:00:00 UTC+0000,7.11
2023-02-14 07:00:00 UTC+0000,2.75
2023-02-14 11:00:00 UTC+0000,7.33
2023-02-14 15:00:00 UTC+0000,2.02
2023-02-14 19:00:00 UTC+0000,3.42
2023-02-14 23:00:00 UTC+0000,7.07
2023-02-15 03:00:00 UTC+0000,5.67
2023-02-15 07:00:00 UTC+0000,2.45
2023-02-15 11:00:00 UTC+0000,6.37
2023-02-15 15:00:00 UTC+0000,1.88
2023-02-15 19:00:00 UTC+0000,4.06
2023-02-15 23:00:00 UTC+0000,8.46
2023-02-16 03:00:00 UTC+0000,6.09
2023-02-16 07:00:00 UTC+0000,2.18
2023-02-16 11:00:00 UTC+0000,5.8
2023-02-16 15:00:00 UTC+0000,1.69
2023-02-16 19:00:00 UTC+0000,3.64
2023-02-16 23:00:00 UTC+0000,8.49
2023-02-17 03:00:00 UTC+0000,7.66
2023-02-17 07:00:00 UTC+0000,3.83
2023-02-17 11:00:00 UTC+0000,9.32
2023-02-17 15:00:00 UTC+0000,6.53
2023-02-17 19:00:00 UTC+0000,14.69
2023-02-17 23:00:00 UTC+0000,27.75
2023-02-18 03:00:00 UTC+0000,18.46
2023-02-18 07:00:00 UTC+0000,4.76
2023-02-18 11:00:00 UTC+0000,10.73
2023-02-18 15:00:00 UTC+0000,5.33
2023-02-18 19:00:00 UTC+0000,8.46
2023-02-18 23:00:00 UTC+0000,14.88
2023-02-19 03:00:00 UTC+0000,11.5
2023-02-19 07:00:00 UTC+0000,4.28
2023-02-19 11:00:00 UTC+0000,8.87
2023-02-19 15:00:00 UTC+0000,3.84
2023-02-19 19:00:00 UTC+0000,4.56
2023-02-19 23:00:00 UTC+0000,16.2
2023-02-20 03:00:00 UTC+0000,14.11
2023-02-20 07:00:00 UTC+0000,7.3
2023-02-20 11:00:00 UTC+0000,38.31
2023-02-20 15:00:00 UTC+0000,5.33
2023-02-20 19:00:00 UTC+0000,7.33
2023-02-20 23:00:00 UTC+0000,29.85
2023-02-21 03:00:00 UTC+0000,17.16
2023-02-21 07:00:00 UTC+0000,4.8
2023-02-21 11:00:00 UTC+0000,13.98
2023-02-21 15:00:00 UTC+0000,3.45
2023-02-21 19:00:00 UTC+0000,4.37
2023-02-21 23:00:00 UTC+0000,12.0
2023-02-22 03:00:00 UTC+0000,8.53
2023-02-22 07:00:00 UTC+0000,3.4
2023-02-22 11:00:00 UTC+0000,8.18
2023-02-22 15:00:00 UTC+0000,2.5
2023-02-22 19:00:00 UTC+0000,3.42
2023-02-22 23:00:00 UTC+0000,8.3
2023-02-23 03:00:00 UTC+0000,6.33
2023-02-23 07:00:00 UTC+0000,2.4
2023-02-23 11:00:00 UTC+0000,5.85
2023-02-23 15:00:00 UTC+0000,1.97
2023-02-23 19:00:00 UTC+0000,3.79
2023-02-23 23:00:00 UTC+0000,6.71
2023-02-24 03:00:00 UTC+0000,5.46
2023-02-24 07:00:00 UTC+0000,2.44
2023-02-24 11:00:00 UTC+0000,6.14
2023-02-24 15:00:00 UTC+0000,1.86
2023-02-24 19:00:00 UTC+0000,5.5
2023-02-24 23:00:00 UTC+0000,26.12
2023-02-25 03:00:00 UTC+0000,14.16
2023-02-25 07:00:00 UTC+0000,6.73
2023-02-25 11:00:00 UTC+0000,23.08
2023-02-25 15:00:00 UTC+0000,5.3
2023-02-25 19:00:00 UTC+0000,4.66
2023-02-25 23:00:00 UTC+0000,12.8
2023-02-26 03:00:00 UTC+0000,9.03
2023-02-26 07:00:00 UTC+0000,17.48
2023-02-26 11:00:00 UTC+0000,54.17
2023-02-26 15:00:00 UTC+0000,5.0
2023-02-26 19:00:00 UTC+0000,3.79
2023-02-26 23:00:00 UTC+0000,9.29
2023-02-27 03:00:00 UTC+0000,6.48
2023-02-27 07:00:00 UTC+0000,7.3
2023-02-27 11:00:00 UTC+0000,20.0
2023-02-27 15:00:00 UTC+0000,3.38
2023-02-27 19:00:00 UTC+0000,2.97
2023-02-27 23:00:00 UTC+0000,6.84
2023-02-28 03:00:00 UTC+0000,4.75
2023-02-28 07:00:00 UTC+0000,4.97
2023-02-28 11:00:00 UTC+0000,15.53
2023-02-28 15:00:00 UTC+0000,2.42
2023-02-28 19:00:00 UTC+0000,2.27
2023-02-28 23:00:00 UTC+0000,5.34
2023-03-01 03:00:00 UTC+0000,3.65
2023-03-01 07:00:00 UTC+0000,3.69
2023-03-01 11:00:00 UTC+0000,35.3
2023-03-01 15:00:00 UTC+0000,1.96
2023-03-01 19:00:00 UTC+0000,1.9
2023-03-01 23:00:00 UTC+0000,4.19
2023-03-02 03:00:00 UTC+0000,2.94
2023-03-02 07:00:00 UTC+0000,2.84
2023-03-02 11:00:00 UTC+0000,17.1
2023-03-02 15:00:00 UTC+0000,1.72
2023-03-02 19:00:00 UTC+0000,1.75
2023-03-02 23:00:00 UTC+0000,3.44
2023-03-03 03:00:00 UTC+0000,2.3
2023-03-03 07:00:00 UTC+0000,2.16
2023-03-03 11:00:00 UTC+0000,12.29
2023-03-03 15:00:00 UTC+0000,1.68
2023-03-03 19:00:00 UTC+0000,2.0
2023-03-03 23:00:00 UTC+0000,9.9
2023-03-04 03:00:00 UTC+0000,7.75
2023-03-04 07:00:00 UTC+0000,7.1
2023-03-04 11:00:00 UTC+0000,41.12
2023-03-04 15:00:00 UTC+0000,5.13
2023-03-04 19:00:00 UTC+0000,3.05
2023-03-04 23:00:00 UTC+0000,8.1
2023-03-05 03:00:00 UTC+0000,6.62
2023-03-05 07:00:00 UTC+0000,6.68
2023-03-05 11:00:00 UTC+0000,27.36
2023-03-05 15:00:00 UTC+0000,4.0
2023-03-05 19:00:00 UTC+0000,2.81
2023-03-05 23:00:00 UTC+0000,7.72
2023-03-06 03:00:00 UTC+0000,5.5
2023-03-06 07:00:00 UTC+0000,4.49
2023-03-06 11:00:00 UTC+0000,13.76
2023-03-06 15:00:00 UTC+0000,2.45
2023-03-06 19:00:00 UTC+0000,2.49
2023-03-06 23:00:00 UTC+0000,16.56
2023-03-07 03:00:00 UTC+0000,12.0
2023-03-07 07:00:00 UTC+0000,12.66
2023-03-07 11:00:00 UTC+0000,24.82
2023-03-07 15:00:00 UTC+0000,13.46
2023-03-07 19:00:00 UTC+0000,2.44
2023-03-07 23:00:00 UTC+0000,9.02
2023-03-08 03:00:00 UTC+0000,6.66
2023-03-08 07:00:00 UTC+0000,5.35
2023-03-08 11:00:00 UTC+0000,11.21
2023-03-08 15:00:00 UTC+0000,3.75
2023-03-08 19:00:00 UTC+0000,2.01
2023-03-08 23:00:00 UTC+0000,7.64
2023-03-09 03:00:00 UTC+0000,4.88
2023-03-09 07:00:00 UTC+0000,4.07
2023-03-09 11:00:00 UTC+0000,8.5
2023-03-09 15:00:00 UTC+0000,2.51
2023-03-09 19:00:00 UTC+0000,1.75
2023-03-09 23:00:00 UTC+0000,7.01
2023-03-10 03:00:00 UTC+0000,4.5
2023-03-10 07:00:00 UTC+0000,3.56
2023-03-10 11:00:00 UTC+0000,7.25
2023-03-10 15:00:00 UTC+0000,2.28
2023-03-10 19:00:00 UTC+0000,4.97
2023-03-10 23:00:00 UTC+0000,25.22
2023-03-11 03:00:00 UTC+0000,9.6
2023-03-11 07:00:00 UTC+0000,8.3
2023-03-11 11:00:00 UTC+0000,33.25
2023-03-11 15:00:00 UTC+0000,4.02
2023-03-11 19:00:00 UTC+0000,3.53
2023-03-11 23:00:00 UTC+0000,10.57
2023-03-12 03:00:00 UTC+0000,5.78
2023-03-12 07:00:00 UTC+0000,5.82
2023-03-12 11:00:00 UTC+0000,18.46
2023-03-12 15:00:00 UTC+0000,2.99
2023-03-12 19:00:00 UTC+0000,3.03
2023-03-12 23:00:00 UTC+0000,43.44
2023-03-13 03:00:00 UTC+0000,32.15
2023-03-13 07:00:00 UTC+0000,13.33
2023-03-13 11:00:00 UTC+0000,78.29
2023-03-13 15:00:00 UTC+0000,4.89
2023-03-13 19:00:00 UTC+0000,4.53
2023-03-13 23:00:00 UTC+0000,48.36
2023-03-14 03:00:00 UTC+0000,22.33
2023-03-14 07:00:00 UTC+0000,8.4
2023-03-14 11:00:00 UTC+0000,35.92
2023-03-14 15:00:00 UTC+0000,3.72
2023-03-14 19:00:00 UTC+0000,3.68
2023-03-14 23:00:00 UTC+0000,22.5
2023-03-15 03:00:00 UTC+0000,11.13
2023-03-15 07:00:00 UTC+0000,5.2
2023-03-15 11:00:00 UTC+0000,19.95
2023-03-15 15:00:00 UTC+0000,2.8
2023-03-15 19:00:00 UTC+0000,2.7
2023-03-15 23:00:00 UTC+0000,15.0
2023-03-16 03:00:00 UTC+0000,9.81
2023-03-16 07:00:00 UTC+0000,8.0
2023-03-16 11:00:00 UTC+0000,66.4
2023-03-16 15:00:00 UTC+0000,4.32
2023-03-16 19:00:00 UTC+0000,3.62
2023-03-16 23:00:00 UTC+0000,28.61
2023-03-17 03:00:00 UTC+0000,23.36
2023-03-17 07:00:00 UTC+0000,26.66
2023-03-17 11:00:00 UTC+0000,49.21
2023-03-17 15:00:00 UTC+0000,5.52
2023-03-17 19:00:00 UTC+0000,4.07
2023-03-17 23:00:00 UTC+0000,13.4
2023-03-18 03:00:00 UTC+0000,9.12
2023-03-18 07:00:00 UTC+0000,10.44
2023-03-18 11:00:00 UTC+0000,25.54
2023-03-18 15:00:00 UTC+0000,3.34
2023-03-18 19:00:00 UTC+0000,2.85
2023-03-18 23:00:00 UTC+0000,10.31
2023-03-19 03:00:00 UTC+0000,7.67
2023-03-19 07:00:00 UTC+0000,7.44
2023-03-19 11:00:00 UTC+0000,24.43
2023-03-19 15:00:00 UTC+0000,2.84
2023-03-19 19:00:00 UTC+0000,2.31
2023-03-19 23:00:00 UTC+0000,9.58
2023-03-20 03:00:00 UTC+0000,6.32
2023-03-20 07:00:00 UTC+0000,4.87
2023-03-20 11:00:00 UTC+0000,15.8
2023-03-20 15:00:00 UTC+0000,2.21
2023-03-20 19:00:00 UTC+0000,1.98
2023-03-20 23:00:00 UTC+0000,7.86
2023-03-21 03:00:00 UTC+0000,4.97
2023-03-21 07:00:00 UTC+0000,3.71
2023-03-21 11:00:00 UTC+0000,11.73
2023-03-21 15:00:00 UTC+0000,1.76
2023-03-21 19:00:00 UTC+0000,1.84
2023-03-21 23:00:00 UTC+0000,14.21
2023-03-22 03:00:00 UTC+0000,10.46
2023-03-22 07:00:00 UTC+0000,9.77
2023-03-22 11:00:00 UTC+0000,43.37
2023-03-22 15:00:00 UTC+0000,6.12
2023-03-22 19:00:00 UTC+0000,2.55
2023-03-22 23:00:00 UTC+0000,27.7
2023-03-23 03:00:00 UTC+0000,16.48
2023-03-23 07:00:00 UTC+0000,7.47
2023-03-23 11:00:00 UTC+0000,28.86
2023-03-23 15:00:00 UTC+0000,3.94
2023-03-23 19:00:00 UTC+0000,2.37
2023-03-23 23:00:00 UTC+0000,24.49
2023-03-24 03:00:00 UTC+0000,12.83
2023-03-24 07:00:00 UTC+0000,6.94
2023-03-24 11:00:00 UTC+0000,49.46
2023-03-24 15:00:00 UTC+0000,9.1
2023-03-24 19:00:00 UTC+0000,2.34
2023-03-24 23:00:00 UTC+0000,23.34
2023-03-25 03:00:00 UTC+0000,22.42
2023-03-25 07:00:00 UTC+0000,29.97
2023-03-25 11:00:00 UTC+0000,64.52
2023-03-25 15:00:00 UTC+0000,27.64
2023-03-25 19:00:00 UTC+0000,9.29
2023-03-25 23:00:00 UTC+0000,18.65
2023-03-26 02:00:00 UTC+0000,16.68
2023-03-26 06:00:00 UTC+0000,15.26
2023-03-26 10:00:00 UTC+0000,31.06
2023-03-26 14:00:00 UTC+0000,13.73
2023-03-26 18:00:00 UTC+0000,4.89
2023-03-26 22:00:00 UTC+0000,15.55
2023-03-27 02:00:00 UTC+0000,11.7
2023-03-27 06:00:00 UTC+0000,9.64
2023-03-27 10:00:00 UTC+0000,46.72
2023-03-27 14:00:00 UTC+0000,13.0
2023-03-27 18:00:00 UTC+0000,3.6
2023-03-27 22:00:00 UTC+0000,12.6
2023-03-28 02:00:00 UTC+0000,8.6
2023-03-28 06:00:00 UTC+0000,7.0
2023-03-28 10:00:00 UTC+0000,27.03
2023-03-28 14:00:00 UTC+0000,7.6
2023-03-28 18:00:00 UTC+0000,2.56
2023-03-28 22:00:00 UTC+0000,9.36
2023-03-29 02:00:00 UTC+0000,6.56
2023-03-29 06:00:00 UTC+0000,4.83
2023-03-29 10:00:00 UTC+0000,14.63
2023-03-29 14:00:00 UTC+0000,4.59
2023-03-29 18:00:00 UTC+0000,2.08
2023-03-29 22:00:00 UTC+0000,10.93
2023-03-30 02:00:00 UTC+0000,8.75
2023-03-30 06:00:00 UTC+0000,6.42
2023-03-30 10:00:00 UTC+0000,52.86
2023-03-30 14:00:00 UTC+0000,10.4
2023-03-30 18:00:00 UTC+0000,2.35
2023-03-30 22:00:00 UTC+0000,12.81
2023-03-31 02:00:00 UTC+0000,7.26
2023-03-31 06:00:00 UTC+0000,4.87
2023-03-31 10:00:00 UTC+0000,22.13
2023-03-31 14:00:00 UTC+0000,5.42
2023-03-31 18:00:00 UTC+0000,2.07
2023-03-31 22:00:00 UTC+0000,13.51
2023-04-01 02:00:00 UTC+0000,8.83
2023-04-01 06:00:00 UTC+0000,9.6
2023-04-01 10:00:00 UTC+0000,30.93
2023-04-01 14:00:00 UTC+0000,10.14
2023-04-01 18:00:00 UTC+0000,4.09
2023-04-01 22:00:00 UTC+0000,12.59
2023-04-02 02:00:00 UTC+0000,8.58
2023-04-02 06:00:00 UTC+0000,11.97
2023-04-02 10:00:00 UTC+0000,35.54
2023-04-02 14:00:00 UTC+0000,18.21
2023-04-02 18:00:00 UTC+0000,5.31
2023-04-02 22:00:00 UTC+0000,9.96
2023-04-03 02:00:00 UTC+0000,6.59
2023-04-03 06:00:00 UTC+0000,6.16
2023-04-03 10:00:00 UTC+0000,18.84
2023-04-03 14:00:00 UTC+0000,7.98
2023-04-03 18:00:00 UTC+0000,2.74
2023-04-03 22:00:00 UTC+0000,7.55
2023-04-04 02:00:00 UTC+0000,5.4
2023-04-04 06:00:00 UTC+0000,5.87
2023-04-04 10:00:00 UTC+0000,15.22
2023-04-04 14:00:00 UTC+0000,5.34
2023-04-04 18:00:00 UTC+0000,1.98
2023-04-04 22:00:00 UTC+0000,5.22
2023-04-05 02:00:00 UTC+0000,3.99
2023-04-05 06:00:00 UTC+0000,4.73
2023-04-05 10:00:00 UTC+0000,11.65
2023-04-05 14:00:00 UTC+0000,3.89
2023-04-05 18:00:00 UTC+0000,1.55
2023-04-05 22:00:00 UTC+0000,4.23
2023-04-06 02:00:00 UTC+0000,3.13
2023-04-06 06:00:00 UTC+0000,3.9
2023-04-06 10:00:00 UTC+0000,10.0
2023-04-06 14:00:00 UTC+0000,2.95
2023-04-06 18:00:00 UTC+0000,1.27
2023-04-06 22:00:00 UTC+0000,4.17
2023-04-07 02:00:00 UTC+0000,3.12
2023-04-07 06:00:00 UTC+0000,3.24
2023-04-07 10:00:00 UTC+0000,9.28
2023-04-07 14:00:00 UTC+0000,2.4
2023-04-07 18:00:00 UTC+0000,1.06
2023-04-07 22:00:00 UTC+0000,3.48
2023-04-08 02:00:00 UTC+0000,2.53
2023-04-08 06:00:00 UTC+0000,3.0
2023-04-08 10:00:00 UTC+0000,9.9
2023-04-08 14:00:00 UTC+0000,2.87
2023-04-08 18:00:00 UTC+0000,1.0
2023-04-08 22:00:00 UTC+0000,2.99
2023-04-09 02:00:00 UTC+0000,2.2
2023-04-09 06:00:00 UTC+0000,5.52
2023-04-09 10:00:00 UTC+0000,25.23
2023-04-09 14:00:00 UTC+0000,6.07
2023-04-09 18:00:00 UTC+0000,1.08
2023-04-09 22:00:00 UTC+0000,3.24
2023-04-10 02:00:00 UTC+0000,2.91
2023-04-10 06:00:00 UTC+0000,4.72
2023-04-10 10:00:00 UTC+0000,42.79
2023-04-10 14:00:00 UTC+0000,18.33
2023-04-10 18:00:00 UTC+0000,3.82
2023-04-10 22:00:00 UTC+0000,17.56
2023-04-11 02:00:00 UTC+0000,18.21
2023-04-11 06:00:00 UTC+0000,5.51
2023-04-11 10:00:00 UTC+0000,39.11
2023-04-11 14:00:00 UTC+0000,15.8
2023-04-11 18:00:00 UTC+0000,2.85
2023-04-11 22:00:00 UTC+0000,9.61
2023-04-12 02:00:00 UTC+0000,12.51
2023-04-12 06:00:00 UTC+0000,4.38
2023-04-12 10:00:00 UTC+0000,16.8
2023-04-12 14:00:00 UTC+0000,5.64
2023-04-12 18:00:00 UTC+0000,2.3
2023-04-12 22:00:00 UTC+0000,19.7
2023-04-13 02:00:00 UTC+0000,12.84
2023-04-13 06:00:00 UTC+0000,4.09
2023-04-13 10:00:00 UTC+0000,12.66
2023-04-13 14:00:00 UTC+0000,4.0
2023-04-13 18:00:00 UTC+0000,1.77
2023-04-13 22:00:00 UTC+0000,8.03
2023-04-14 02:00:00 UTC+0000,6.49
2023-04-14 06:00:00 UTC+0000,3.58
2023-04-14 10:00:00 UTC+0000,9.0
2023-04-14 14:00:00 UTC+0000,2.85
2023-04-14 18:00:00 UTC+0000,1.42
2023-04-14 22:00:00 UTC+0000,5.98
2023-04-15 02:00:00 UTC+0000,5.82
2023-04-15 06:00:00 UTC+0000,5.25
2023-04-15 10:00:00 UTC+0000,29.13
2023-04-15 14:00:00 UTC+0000,8.93
2023-04-15 18:00:00 UTC+0000,2.0
2023-04-15 22:00:00 UTC+0000,4.69
2023-04-16 02:00:00 UTC+0000,4.45
2023-04-16 06:00:00 UTC+0000,5.19
2023-04-16 10:00:00 UTC+0000,18.58
2023-04-16 14:00:00 UTC+0000,8.47
2023-04-16 18:00:00 UTC+0000,2.47
2023-04-16 22:00:00 UTC+0000,4.48
2023-04-17 02:00:00 UTC+0000,4.58
2023-04-17 06:00:00 UTC+0000,3.25
2023-04-17 10:00:00 UTC+0000,10.26
2023-04-17 14:00:00 UTC+0000,4.68
2023-04-17 18:00:00 UTC+0000,2.0
2023-04-17 22:00:00 UTC+0000,3.9
2023-04-18 02:00:00 UTC+0000,5.0
2023-04-18 06:00:00 UTC+0000,5.08
2023-04-18 10:00:00 UTC+0000,13.75
2023-04-18 14:00:00 UTC+0000,5.5
2023-04-18 18:00:00 UTC+0000,2.04
2023-04-18 22:00:00 UTC+0000,4.27
2023-04-19 02:00:00 UTC+0000,4.51
2023-04-19 06:00:00 UTC+0000,4.5
2023-04-19 10:00:00 UTC+0000,39.09
2023-04-19 14:00:00 UTC+0000,19.11
2023-04-19 18:00:00 UTC+0000,2.03
2023-04-19 22:00:00 UTC+0000,3.58
2023-04-20 02:00:00 UTC+0000,3.84
2023-04-20 06:00:00 UTC+0000,3.9
2023-04-20 10:00:00 UTC+0000,20.39
2023-04-20 14:00:00 UTC+0000,7.5
2023-04-20 18:00:00 UTC+0000,2.01
2023-04-20 22:00:00 UTC+0000,3.46
2023-04-21 02:00:00 UTC+0000,3.33
2023-04-21 06:00:00 UTC+0000,3.58
2023-04-21 10:00:00 UTC+0000,42.66
2023-04-21 14:00:00 UTC+0000,14.8
2023-04-21 18:00:00 UTC+0000,1.66
2023-04-21 22:00:00 UTC+0000,3.04
2023-04-22 02:00:00 UTC+0000,2.85
2023-04-22 06:00:00 UTC+0000,3.85
2023-04-22 10:00:00 UTC+0000,32.33
2023-04-22 14:00:00 UTC+0000,10.54
2023-04-22 18:00:00 UTC+0000,1.55
2023-04-22 22:00:00 UTC+0000,2.65
2023-04-23 02:00:00 UTC+0000,2.64
2023-04-23 06:00:00 UTC+0000,7.97
2023-04-23 10:00:00 UTC+0000,49.34
2023-04-23 14:00:00 UTC+0000,11.61
2023-04-23 18:00:00 UTC+0000,1.34
2023-04-23 22:00:00 UTC+0000,4.22
2023-04-24 02:00:00 UTC+0000,2.49
2023-04-24 06:00:00 UTC+0000,4.41
2023-04-24 10:00:00 UTC+0000,23.66
2023-04-24 14:00:00 UTC+0000,7.51
2023-04-24 18:00:00 UTC+0000,1.2
2023-04-24 22:00:00 UTC+0000,3.43
2023-04-25 02:00:00 UTC+0000,2.05
2023-04-25 06:00:00 UTC+0000,3.91
2023-04-25 10:00:00 UTC+0000,20.98
2023-04-25 14:00:00 UTC+0000,6.37
2023-04-25 18:00:00 UTC+0000,0.99
2023-04-25 22:00:00 UTC+0000,2.64
2023-04-26 02:00:00 UTC+0000,4.6
2023-04-26 06:00:00 UTC+0000,26.55
2023-04-26 10:00:00 UTC+0000,19.7
2023-04-26 14:00:00 UTC+0000,9.24
2023-04-26 18:00:00 UTC+0000,1.02
2023-04-26 22:00:00 UTC+0000,6.63
2023-04-27 02:00:00 UTC+0000,6.63
2023-04-27 06:00:00 UTC+0000,17.48
2023-04-27 10:00:00 UTC+0000,23.32
2023-04-27 14:00:00 UTC+0000,8.67
2023-04-27 18:00:00 UTC+0000,1.02
2023-04-27 22:00:00 UTC+0000,3.45
2023-04-28 02:00:00 UTC+0000,3.51
2023-04-28 06:00:00 UTC+0000,6.66
2023-04-28 10:00:00 UTC+0000,12.64
2023-04-28 14:00:00 UTC+0000,5.93
2023-04-28 18:00:00 UTC+0000,1.2
2023-04-28 22:00:00 UTC+0000,2.86
2023-04-29 02:00:00 UTC+0000,2.9
2023-04-29 06:00:00 UTC+0000,6.0
2023-04-29 10:00:00 UTC+0000,20.82
2023-04-29 14:00:00 UTC+0000,6.2
2023-04-29 18:00:00 UTC+0000,1.23
2023-04-29 22:00:00 UTC+0000,2.47
2023-04-30 02:00:00 UTC+0000,2.59
2023-04-30 06:00:00 UTC+0000,9.42
2023-04-30 10:00:00 UTC+0000,60.48
2023-04-30 14:00:00 UTC+0000,11.75
2023-04-30 18:00:00 UTC+0000,1.42
2023-04-30 22:00:00 UTC+0000,2.39
2023-05-01 02:00:00 UTC+0000,2.45
2023-05-01 06:00:00 UTC+0000,10.08
2023-05-01 10:00:00 UTC+0000,63.18
2023-05-01 14:00:00 UTC+0000,8.97
2023-05-01 18:00:00 UTC+0000,1.37
2023-05-01 22:00:00 UTC+0000,2.49
2023-05-02 02:00:00 UTC+0000,2.56
2023-05-02 06:00:00 UTC+0000,6.12
2023-05-02 10:00:00 UTC+0000,25.15
2023-05-02 14:00:00 UTC+0000,6.23
2023-05-02 18:00:00 UTC+0000,1.13
2023-05-02 22:00:00 UTC+0000,2.19
2023-05-03 02:00:00 UTC+0000,2.3
2023-05-03 06:00:00 UTC+0000,4.6
2023-05-03 10:00:00 UTC+0000,18.97
2023-05-03 14:00:00 UTC+0000,4.75
2023-05-03 18:00:00 UTC+0000,1.04
2023-05-03 22:00:00 UTC+0000,1.88
2023-05-04 02:00:00 UTC+0000,1.88
2023-05-04 06:00:00 UTC+0000,3.87
2023-05-04 10:00:00 UTC+0000,15.76
2023-05-04 14:00:00 UTC+0000,4.01
2023-05-04 18:00:00 UTC+0000,1.04
2023-05-04 22:00:00 UTC+0000,2.09
2023-05-05 02:00:00 UTC+0000,1.91
2023-05-05 06:00:00 UTC+0000,4.33
2023-05-05 10:00:00 UTC+0000,17.92
2023-05-05 14:00:00 UTC+0000,4.4
2023-05-05 18:00:00 UTC+0000,1.0
2023-05-05 22:00:00 UTC+0000,1.83
2023-05-06 02:00:00 UTC+0000,1.94
2023-05-06 06:00:00 UTC+0000,4.4
2023-05-06 10:00:00 UTC+0000,26.26
2023-05-06 14:00:00 UTC+0000,7.62
2023-05-06 18:00:00 UTC+0000,1.13
2023-05-06 22:00:00 UTC+0000,1.78
2023-05-07 02:00:00 UTC+0000,1.86
2023-05-07 06:00:00 UTC+0000,8.86
2023-05-07 10:00:00 UTC+0000,60.94
2023-05-07 14:00:00 UTC+0000,16.44
2023-05-07 18:00:00 UTC+0000,1.0
2023-05-07 22:00:00 UTC+0000,2.76
2023-05-08 02:00:00 UTC+0000,3.07
2023-05-08 06:00:00 UTC+0000,4.91
2023-05-08 10:00:00 UTC+0000,23.71
2023-05-08 14:00:00 UTC+0000,8.14
2023-05-08 18:00:00 UTC+0000,1.04
2023-05-08 22:00:00 UTC+0000,2.63
2023-05-09 02:00:00 UTC+0000,2.73
2023-05-09 06:00:00 UTC+0000,4.57
2023-05-09 10:00:00 UTC+0000,17.1
2023-05-09 14:00:00 UTC+0000,5.49
2023-05-09 18:00:00 UTC+0000,1.0
2023-05-09 22:00:00 UTC+0000,6.76
2023-05-10 02:00:00 UTC+0000,4.47
2023-05-10 06:00:00 UTC+0000,4.98
2023-05-10 10:00:00 UTC+0000,13.29
2023-05-10 14:00:00 UTC+0000,4.61
2023-05-10 18:00:00 UTC+0000,1.0
2023-05-10 22:00:00 UTC+0000,3.16
2023-05-11 02:00:00 UTC+0000,2.64
2023-05-11 06:00:00 UTC+0000,3.97
2023-05-11 10:00:00 UTC+0000,9.18
2023-05-11 14:00:00 UTC+0000,3.47
2023-05-11 18:00:00 UTC+0000,0.94
2023-05-11 22:00:00 UTC+0000,2.41
2023-05-12 02:00:00 UTC+0000,2.25
2023-05-12 06:00:00 UTC+0000,3.16
2023-05-12 10:00:00 UTC+0000,9.0
2023-05-12 14:00:00 UTC+0000,3.35
2023-05-12 18:00:00 UTC+0000,1.01
2023-05-12 22:00:00 UTC+0000,2.0
2023-05-13 02:00:00 UTC+0000,2.09
2023-05-13 06:00:00 UTC+0000,6.83
2023-05-13 10:00:00 UTC+0000,50.0
2023-05-13 14:00:00 UTC+0000,10.04
2023-05-13 18:00:00 UTC+0000,1.49
2023-05-13 22:00:00 UTC+0000,1.8
2023-05-14 02:00:00 UTC+0000,1.8
2023-05-14 06:00:00 UTC+0000,8.76
2023-05-14 10:00:00 UTC+0000,41.52
2023-05-14 14:00:00 UTC+0000,10.73
2023-05-14 18:00:00 UTC+0000,1.18
2023-05-14 22:00:00 UTC+0000,1.73
2023-05-15 02:00:00 UTC+0000,1.87
2023-05-15 06:00:00 UTC+0000,4.68
2023-05-15 10:00:00 UTC+0000,18.86
