time (UTC),mFRR+_capacity_marginal_price[(EUR/MW)/h]
2023-02-03 07:00:00 UTC+0000,3.73
2023-02-03 11:00:00 UTC+0000,1.0
2023-02-03 15:00:00 UTC+0000,4.0
2023-02-03 19:00:00 UTC+0000,1.52
2023-02-03 23:00:00 UTC+0000,0.21
2023-02-04 03:00:00 UTC+0000,0.8
2023-02-04 07:00:00 UTC+0000,3.0
2023-02-04 11:00:00 UTC+0000,0.83
2023-02-04 15:00:00 UTC+0000,5.66
2023-02-04 19:00:00 UTC+0000,1.28
2023-02-04 23:00:00 UTC+0000,1.0
2023-02-05 03:00:00 UTC+0000,0.84
2023-02-05 07:00:00 UTC+0000,2.33
2023-02-05 11:00:00 UTC+0000,0.75
2023-02-05 15:00:00 UTC+0000,3.54
2023-02-05 19:00:00 UTC+0000,1.0
2023-02-05 23:00:00 UTC+0000,0.34
2023-02-06 03:00:00 UTC+0000,2.0
2023-02-06 07:00:00 UTC+0000,5.0
2023-02-06 11:00:00 UTC+0000,1.23
2023-02-06 15:00:00 UTC+0000,5.95
2023-02-06 19:00:00 UTC+0000,1.11
2023-02-06 23:00:00 UTC+0000,0.26
2023-02-07 03:00:00 UTC+0000,1.8
2023-02-07 07:00:00 UTC+0000,4.0
2023-02-07 11:00:00 UTC+0000,1.37
2023-02-07 15:00:00 UTC+0000,5.67
2023-02-07 19:00:00 UTC+0000,0.98
2023-02-07 23:00:00 UTC+0000,0.21
2023-02-08 03:00:00 UTC+0000,1.4
2023-02-08 07:00:00 UTC+0000,4.7
2023-02-08 11:00:00 UTC+0000,1.0
2023-02-08 15:00:00 UTC+0000,4.17
2023-02-08 19:00:00 UTC+0000,0.87
2023-02-08 23:00:00 UTC+0000,0.17
2023-02-09 03:00:00 UTC+0000,1.07
2023-02-09 07:00:00 UTC+0000,3.5
2023-02-09 11:00:00 UTC+0000,0.79
2023-02-09 15:00:00 UTC+0000,3.9
2023-02-09 19:00:00 UTC+0000,0.74
2023-02-09 23:00:00 UTC+0000,0.13
2023-02-10 03:00:00 UTC+0000,0.8
2023-02-10 07:00:00 UTC+0000,3.4
2023-02-10 11:00:00 UTC+0000,0.7
2023-02-10 15:00:00 UTC+0000,3.15
2023-02-10 19:00:00 UTC+0000,0.66
2023-02-10 23:00:00 UTC+0000,0.19
2023-02-11 03:00:00 UTC+0000,0.6
2023-02-11 07:00:00 UTC+0000,2.34
2023-02-11 11:00:00 UTC+0000,0.5
2023-02-11 15:00:00 UTC+0000,2.36
2023-02-11 19:00:00 UTC+0000,0.46
2023-02-11 23:00:00 UTC+0000,0.13
2023-02-12 03:00:00 UTC+0000,0.41
2023-02-12 07:00:00 UTC+0000,1.75
2023-02-12 11:00:00 UTC+0000,0.38
2023-02-12 15:00:00 UTC+0000,1.95
2023-02-12 19:00:00 UTC+0000,0.4
2023-02-12 23:00:00 UTC+0000,0.28
2023-02-13 03:00:00 UTC+0000,1.7
2023-02-13 07:00:00 UTC+0000,8.0
2023-02-13 11:00:00 UTC+0000,0.56
2023-02-13 15:00:00 UTC+0000,6.66
2023-02-13 19:00:00 UTC+0000,0.57
2023-02-13 23:00:00 UTC+0000,0.25
2023-02-14 03:00:00 UTC+0000,2.0
2023-02-14 07:00:00 UTC+0000,6.23
2023-02-14 11:00:00 UTC+0000,0.4
2023-02-14 15:00:00 UTC+0000,5.55
2023-02-14 19:00:00 UTC+0000,0.48
2023-02-14 23:00:00 UTC+0000,0.22
2023-02-15 03:00:00 UTC+0000,1.7
2023-02-15 07:00:00 UTC+0000,5.2
2023-02-15 11:00:00 UTC+0000,0.36
2023-02-15 15:00:00 UTC+0000,4.23
2023-02-15 19:00:00 UTC+0000,0.6
2023-02-15 23:00:00 UTC+0000,0.2
2023-02-16 03:00:00 UTC+0000,1.4
2023-02-16 07:00:00 UTC+0000,4.5
2023-02-16 11:00:00 UTC+0000,0.3
2023-02-16 15:00:00 UTC+0000,3.4
2023-02-16 19:00:00 UTC+0000,0.7
2023-02-16 23:00:00 UTC+0000,0.15
2023-02-17 03:00:00 UTC+0000,1.1
2023-02-17 07:00:00 UTC+0000,3.97
2023-02-17 11:00:00 UTC+0000,0.22
2023-02-17 15:00:00 UTC+0000,2.65
2023-02-17 19:00:00 UTC+0000,0.48
2023-02-17 23:00:00 UTC+0000,0.11
2023-02-18 03:00:00 UTC+0000,0.76
2023-02-18 07:00:00 UTC+0000,2.8
2023-02-18 11:00:00 UTC+0000,0.14
2023-02-18 15:00:00 UTC+0000,2.0
2023-02-18 19:00:00 UTC+0000,0.32
2023-02-18 23:00:00 UTC+0000,0.1
2023-02-19 03:00:00 UTC+0000,0.6
2023-02-19 07:00:00 UTC+0000,2.2
2023-02-19 11:00:00 UTC+0000,0.12
2023-02-19 15:00:00 UTC+0000,2.19
2023-02-19 19:00:00 UTC+0000,0.28
2023-02-19 23:00:00 UTC+0000,0.14
2023-02-20 03:00:00 UTC+0000,1.0
2023-02-20 07:00:00 UTC+0000,2.06
2023-02-20 11:00:00 UTC+0000,0.14
2023-02-20 15:00:00 UTC+0000,2.2
2023-02-20 19:00:00 UTC+0000,0.3
2023-02-20 23:00:00 UTC+0000,0.1
2023-02-21 03:00:00 UTC+0000,0.87
2023-02-21 07:00:00 UTC+0000,2.16
2023-02-21 11:00:00 UTC+0000,0.2
2023-02-21 15:00:00 UTC+0000,2.5
2023-02-21 19:00:00 UTC+0000,0.3
2023-02-21 23:00:00 UTC+0000,0.1
2023-02-22 03:00:00 UTC+0000,0.9
2023-02-22 07:00:00 UTC+0000,2.47
2023-02-22 11:00:00 UTC+0000,0.17
2023-02-22 15:00:00 UTC+0000,1.93
2023-02-22 19:00:00 UTC+0000,0.21
2023-02-22 23:00:00 UTC+0000,0.14
2023-02-23 03:00:00 UTC+0000,0.78
2023-02-23 07:00:00 UTC+0000,2.4
2023-02-23 11:00:00 UTC+0000,0.39
2023-02-23 15:00:00 UTC+0000,1.6
2023-02-23 19:00:00 UTC+0000,0.2
2023-02-23 23:00:00 UTC+0000,0.74
2023-02-24 03:00:00 UTC+0000,0.65
2023-02-24 07:00:00 UTC+0000,1.7
2023-02-24 11:00:00 UTC+0000,1.17
2023-02-24 15:00:00 UTC+0000,1.31
2023-02-24 19:00:00 UTC+0000,1.17
2023-02-24 23:00:00 UTC+0000,0.9
2023-02-25 03:00:00 UTC+0000,0.55
2023-02-25 07:00:00 UTC+0000,1.4
2023-02-25 11:00:00 UTC+0000,1.0
2023-02-25 15:00:00 UTC+0000,2.02
2023-02-25 19:00:00 UTC+0000,1.2
2023-02-25 23:00:00 UTC+0000,0.95
2023-02-26 03:00:00 UTC+0000,0.63
2023-02-26 07:00:00 UTC+0000,1.45
2023-02-26 11:00:00 UTC+0000,0.9
2023-02-26 15:00:00 UTC+0000,2.7
2023-02-26 19:00:00 UTC+0000,1.2
2023-02-26 23:00:00 UTC+0000,0.76
2023-02-27 03:00:00 UTC+0000,1.5
2023-02-27 07:00:00 UTC+0000,2.35
2023-02-27 11:00:00 UTC+0000,0.95
2023-02-27 15:00:00 UTC+0000,9.19
2023-02-27 19:00:00 UTC+0000,1.1
2023-02-27 23:00:00 UTC+0000,0.8
2023-02-28 03:00:00 UTC+0000,1.8
2023-02-28 07:00:00 UTC+0000,2.22
2023-02-28 11:00:00 UTC+0000,1.03
2023-02-28 15:00:00 UTC+0000,6.44
2023-02-28 19:00:00 UTC+0000,1.25
2023-02-28 23:00:00 UTC+0000,1.3
2023-03-01 03:00:00 UTC+0000,3.16
2023-03-01 07:00:00 UTC+0000,4.74
2023-03-01 11:00:00 UTC+0000,1.8
2023-03-01 15:00:00 UTC+0000,6.29
2023-03-01 19:00:00 UTC+0000,1.39
2023-03-01 23:00:00 UTC+0000,0.9
2023-03-02 03:00:00 UTC+0000,2.4
2023-03-02 07:00:00 UTC+0000,2.86
2023-03-02 11:00:00 UTC+0000,1.5
2023-03-02 15:00:00 UTC+0000,6.0
2023-03-02 19:00:00 UTC+0000,1.45
2023-03-02 23:00:00 UTC+0000,0.8
2023-03-03 03:00:00 UTC+0000,2.0
2023-03-03 07:00:00 UTC+0000,2.8
2023-03-03 11:00:00 UTC+0000,1.1
2023-03-03 15:00:00 UTC+0000,4.57
2023-03-03 19:00:00 UTC+0000,1.53
2023-03-03 23:00:00 UTC+0000,0.9
2023-03-04 03:00:00 UTC+0000,1.36
2023-03-04 07:00:00 UTC+0000,1.77
2023-03-04 11:00:00 UTC+0000,0.8
2023-03-04 15:00:00 UTC+0000,3.34
2023-03-04 19:00:00 UTC+0000,0.98
2023-03-04 23:00:00 UTC+0000,0.55
2023-03-05 03:00:00 UTC+0000,0.99
2023-03-05 07:00:00 UTC+0000,1.26
2023-03-05 11:00:00 UTC+0000,0.61
2023-03-05 15:00:00 UTC+0000,3.1
2023-03-05 19:00:00 UTC+0000,0.9
2023-03-05 23:00:00 UTC+0000,0.55
2023-03-06 03:00:00 UTC+0000,1.9
2023-03-06 07:00:00 UTC+0000,2.6
2023-03-06 11:00:00 UTC+0000,0.89
2023-03-06 15:00:00 UTC+0000,5.51
2023-03-06 19:00:00 UTC+0000,2.8
2023-03-06 23:00:00 UTC+0000,0.43
2023-03-07 03:00:00 UTC+0000,1.2
2023-03-07 07:00:00 UTC+0000,2.23
2023-03-07 11:00:00 UTC+0000,0.76
2023-03-07 15:00:00 UTC+0000,4.0
2023-03-07 19:00:00 UTC+0000,1.0
2023-03-07 23:00:00 UTC+0000,0.39
2023-03-08 03:00:00 UTC+0000,2.4
2023-03-08 07:00:00 UTC+0000,6.21
2023-03-08 11:00:00 UTC+0000,0.9
2023-03-08 15:00:00 UTC+0000,5.95
2023-03-08 19:00:00 UTC+0000,0.87
2023-03-08 23:00:00 UTC+0000,0.3
2023-03-09 03:00:00 UTC+0000,1.79
2023-03-09 07:00:00 UTC+0000,3.82
2023-03-09 11:00:00 UTC+0000,0.67
2023-03-09 15:00:00 UTC+0000,5.01
2023-03-09 19:00:00 UTC+0000,1.4
2023-03-09 23:00:00 UTC+0000,0.37
2023-03-10 03:00:00 UTC+0000,1.3
2023-03-10 07:00:00 UTC+0000,2.74
2023-03-10 11:00:00 UTC+0000,0.5
2023-03-10 15:00:00 UTC+0000,3.65
2023-03-10 19:00:00 UTC+0000,1.15
2023-03-10 23:00:00 UTC+0000,0.3
2023-03-11 03:00:00 UTC+0000,0.97
2023-03-11 07:00:00 UTC+0000,1.8
2023-03-11 11:00:00 UTC+0000,0.4
2023-03-11 15:00:00 UTC+0000,2.91
2023-03-11 19:00:00 UTC+0000,0.8
2023-03-11 23:00:00 UTC+0000,0.3
2023-03-12 03:00:00 UTC+0000,1.0
2023-03-12 07:00:00 UTC+0000,1.6
2023-03-12 11:00:00 UTC+0000,0.42
2023-03-12 15:00:00 UTC+0000,2.5
2023-03-12 19:00:00 UTC+0000,0.86
2023-03-12 23:00:00 UTC+0000,0.3
2023-03-13 03:00:00 UTC+0000,1.6
2023-03-13 07:00:00 UTC+0000,3.42
2023-03-13 11:00:00 UTC+0000,0.46
2023-03-13 15:00:00 UTC+0000,3.89
2023-03-13 19:00:00 UTC+0000,0.98
2023-03-13 23:00:00 UTC+0000,0.22
2023-03-14 03:00:00 UTC+0000,0.96
2023-03-14 07:00:00 UTC+0000,2.3
2023-03-14 11:00:00 UTC+0000,0.45
2023-03-14 15:00:00 UTC+0000,3.4
2023-03-14 19:00:00 UTC+0000,0.8
2023-03-14 23:00:00 UTC+0000,0.26
2023-03-15 03:00:00 UTC+0000,0.84
2023-03-15 07:00:00 UTC+0000,1.85
2023-03-15 11:00:00 UTC+0000,0.48
2023-03-15 15:00:00 UTC+0000,4.31
2023-03-15 19:00:00 UTC+0000,0.9
2023-03-15 23:00:00 UTC+0000,0.26
2023-03-16 03:00:00 UTC+0000,4.12
2023-03-16 07:00:00 UTC+0000,6.0
2023-03-16 11:00:00 UTC+0000,3.38
2023-03-16 15:00:00 UTC+0000,3.34
2023-03-16 19:00:00 UTC+0000,0.74
2023-03-16 23:00:00 UTC+0000,0.61
2023-03-17 03:00:00 UTC+0000,5.28
2023-03-17 07:00:00 UTC+0000,7.98
2023-03-17 11:00:00 UTC+0000,4.47
2023-03-17 15:00:00 UTC+0000,7.58
2023-03-17 19:00:00 UTC+0000,0.8
2023-03-17 23:00:00 UTC+0000,0.27
2023-03-18 03:00:00 UTC+0000,1.99
2023-03-18 07:00:00 UTC+0000,3.53
2023-03-18 11:00:00 UTC+0000,1.89
2023-03-18 15:00:00 UTC+0000,3.49
2023-03-18 19:00:00 UTC+0000,0.61
2023-03-18 23:00:00 UTC+0000,0.31
2023-03-19 03:00:00 UTC+0000,1.4
2023-03-19 07:00:00 UTC+0000,2.4
2023-03-19 11:00:00 UTC+0000,1.2
2023-03-19 15:00:00 UTC+0000,2.8
2023-03-19 19:00:00 UTC+0000,0.5
2023-03-19 23:00:00 UTC+0000,0.24
2023-03-20 03:00:00 UTC+0000,1.02
2023-03-20 07:00:00 UTC+0000,2.1
2023-03-20 11:00:00 UTC+0000,0.89
2023-03-20 15:00:00 UTC+0000,2.57
2023-03-20 19:00:00 UTC+0000,0.46
2023-03-20 23:00:00 UTC+0000,0.16
2023-03-21 03:00:00 UTC+0000,0.75
2023-03-21 07:00:00 UTC+0000,1.8
2023-03-21 11:00:00 UTC+0000,0.65
2023-03-21 15:00:00 UTC+0000,2.2
2023-03-21 19:00:00 UTC+0000,0.63
2023-03-21 23:00:00 UTC+0000,0.2
2023-03-22 03:00:00 UTC+0000,0.6
2023-03-22 07:00:00 UTC+0000,2.86
2023-03-22 11:00:00 UTC+0000,0.7
2023-03-22 15:00:00 UTC+0000,3.0
2023-03-22 19:00:00 UTC+0000,0.5
2023-03-22 23:00:00 UTC+0000,0.19
2023-03-23 03:00:00 UTC+0000,0.85
2023-03-23 07:00:00 UTC+0000,2.23
2023-03-23 11:00:00 UTC+0000,1.2
2023-03-23 15:00:00 UTC+0000,3.68
2023-03-23 19:00:00 UTC+0000,0.77
2023-03-23 23:00:00 UTC+0000,0.24
2023-03-24 03:00:00 UTC+0000,0.7
2023-03-24 07:00:00 UTC+0000,3.59
2023-03-24 11:00:00 UTC+0000,1.1
2023-03-24 15:00:00 UTC+0000,3.7
2023-03-24 19:00:00 UTC+0000,1.74
2023-03-24 23:00:00 UTC+0000,0.6
2023-03-25 03:00:00 UTC+0000,0.79
2023-03-25 07:00:00 UTC+0000,2.3
2023-03-25 11:00:00 UTC+0000,0.81
2023-03-25 15:00:00 UTC+0000,2.82
2023-03-25 19:00:00 UTC+0000,1.21
2023-03-25 23:00:00 UTC+0000,0.46
2023-03-26 02:00:00 UTC+0000,0.54
2023-03-26 06:00:00 UTC+0000,1.76
2023-03-26 10:00:00 UTC+0000,0.74
2023-03-26 14:00:00 UTC+0000,3.11
2023-03-26 18:00:00 UTC+0000,1.4
2023-03-26 22:00:00 UTC+0000,0.44
2023-03-27 02:00:00 UTC+0000,1.3
2023-03-27 06:00:00 UTC+0000,3.11
2023-03-27 10:00:00 UTC+0000,0.7
2023-03-27 14:00:00 UTC+0000,2.9
2023-03-27 18:00:00 UTC+0000,1.2
2023-03-27 22:00:00 UTC+0000,0.34
2023-03-28 02:00:00 UTC+0000,1.2
2023-03-28 06:00:00 UTC+0000,2.0
2023-03-28 10:00:00 UTC+0000,0.65
2023-03-28 14:00:00 UTC+0000,4.22
2023-03-28 18:00:00 UTC+0000,1.43
2023-03-28 22:00:00 UTC+0000,0.43
2023-03-29 02:00:00 UTC+0000,0.91
2023-03-29 06:00:00 UTC+0000,1.7
2023-03-29 10:00:00 UTC+0000,0.78
2023-03-29 14:00:00 UTC+0000,3.2
2023-03-29 18:00:00 UTC+0000,2.0
2023-03-29 22:00:00 UTC+0000,0.38
2023-03-30 02:00:00 UTC+0000,0.8
2023-03-30 06:00:00 UTC+0000,2.0
2023-03-30 10:00:00 UTC+0000,0.7
2023-03-30 14:00:00 UTC+0000,2.69
2023-03-30 18:00:00 UTC+0000,1.2
2023-03-30 22:00:00 UTC+0000,0.26
2023-03-31 02:00:00 UTC+0000,0.7
2023-03-31 06:00:00 UTC+0000,1.54
2023-03-31 10:00:00 UTC+0000,0.54
2023-03-31 14:00:00 UTC+0000,2.2
2023-03-31 18:00:00 UTC+0000,1.1
2023-03-31 22:00:00 UTC+0000,0.2
2023-04-01 02:00:00 UTC+0000,0.48
2023-04-01 06:00:00 UTC+0000,1.05
2023-04-01 10:00:00 UTC+0000,0.36
2023-04-01 14:00:00 UTC+0000,1.6
2023-04-01 18:00:00 UTC+0000,0.77
2023-04-01 22:00:00 UTC+0000,0.2
2023-04-02 02:00:00 UTC+0000,0.39
2023-04-02 06:00:00 UTC+0000,0.92
2023-04-02 10:00:00 UTC+0000,0.3
2023-04-02 14:00:00 UTC+0000,1.58
2023-04-02 18:00:00 UTC+0000,0.62
2023-04-02 22:00:00 UTC+0000,0.21
2023-04-03 02:00:00 UTC+0000,0.54
2023-04-03 06:00:00 UTC+0000,1.5
2023-04-03 10:00:00 UTC+0000,0.45
2023-04-03 14:00:00 UTC+0000,1.9
2023-04-03 18:00:00 UTC+0000,0.83
2023-04-03 22:00:00 UTC+0000,0.17
2023-04-04 02:00:00 UTC+0000,0.6
2023-04-04 06:00:00 UTC+0000,2.4
2023-04-04 10:00:00 UTC+0000,0.39
2023-04-04 14:00:00 UTC+0000,2.4
2023-04-04 18:00:00 UTC+0000,0.8
2023-04-04 22:00:00 UTC+0000,0.15
2023-04-05 02:00:00 UTC+0000,0.9
2023-04-05 06:00:00 UTC+0000,2.28
2023-04-05 10:00:00 UTC+0000,0.3
2023-04-05 14:00:00 UTC+0000,2.9
2023-04-05 18:00:00 UTC+0000,0.8
2023-04-05 22:00:00 UTC+0000,0.12
2023-04-06 02:00:00 UTC+0000,0.7
2023-04-06 06:00:00 UTC+0000,1.71
2023-04-06 10:00:00 UTC+0000,0.27
2023-04-06 14:00:00 UTC+0000,2.4
2023-04-06 18:00:00 UTC+0000,0.7
2023-04-06 22:00:00 UTC+0000,0.12
2023-04-07 02:00:00 UTC+0000,0.5
2023-04-07 06:00:00 UTC+0000,1.11
2023-04-07 10:00:00 UTC+0000,0.21
2023-04-07 14:00:00 UTC+0000,1.73
2023-04-07 18:00:00 UTC+0000,0.6
2023-04-07 22:00:00 UTC+0000,0.09
2023-04-08 02:00:00 UTC+0000,0.4
2023-04-08 06:00:00 UTC+0000,0.86
2023-04-08 10:00:00 UTC+0000,0.17
2023-04-08 14:00:00 UTC+0000,1.6
2023-04-08 18:00:00 UTC+0000,0.6
2023-04-08 22:00:00 UTC+0000,0.1
2023-04-09 02:00:00 UTC+0000,0.41
2023-04-09 06:00:00 UTC+0000,0.9
2023-04-09 10:00:00 UTC+0000,0.17
2023-04-09 14:00:00 UTC+0000,1.6
2023-04-09 18:00:00 UTC+0000,0.6
2023-04-09 22:00:00 UTC+0000,0.15
2023-04-10 02:00:00 UTC+0000,0.46
2023-04-10 06:00:00 UTC+0000,1.16
2023-04-10 10:00:00 UTC+0000,0.16
2023-04-10 14:00:00 UTC+0000,1.62
2023-04-10 18:00:00 UTC+0000,0.55
2023-04-10 22:00:00 UTC+0000,0.13
2023-04-11 02:00:00 UTC+0000,0.76
2023-04-11 06:00:00 UTC+0000,1.4
2023-04-11 10:00:00 UTC+0000,0.23
2023-04-11 14:00:00 UTC+0000,2.4
2023-04-11 18:00:00 UTC+0000,0.99
2023-04-11 22:00:00 UTC+0000,0.2
2023-04-12 02:00:00 UTC+0000,0.5
2023-04-12 06:00:00 UTC+0000,1.07
2023-04-12 10:00:00 UTC+0000,0.5
2023-04-12 14:00:00 UTC+0000,2.4
2023-04-12 18:00:00 UTC+0000,1.1
2023-04-12 22:00:00 UTC+0000,0.13
2023-04-13 02:00:00 UTC+0000,0.4
2023-04-13 06:00:00 UTC+0000,0.82
2023-04-13 10:00:00 UTC+0000,0.36
2023-04-13 14:00:00 UTC+0000,2.3
2023-04-13 18:00:00 UTC+0000,1.0
2023-04-13 22:00:00 UTC+0000,0.1
2023-04-14 02:00:00 UTC+0000,0.4
2023-04-14 06:00:00 UTC+0000,0.8
2023-04-14 10:00:00 UTC+0000,0.21
2023-04-14 14:00:00 UTC+0000,1.91
2023-04-14 18:00:00 UTC+0000,1.0
2023-04-14 22:00:00 UTC+0000,0.12
2023-04-15 02:00:00 UTC+0000,0.4
2023-04-15 06:00:00 UTC+0000,0.9
2023-04-15 10:00:00 UTC+0000,0.13
2023-04-15 14:00:00 UTC+0000,1.46
2023-04-15 18:00:00 UTC+0000,0.72
2023-04-15 22:00:00 UTC+0000,0.1
2023-04-16 02:00:00 UTC+0000,0.29
2023-04-16 06:00:00 UTC+0000,0.7
2023-04-16 10:00:00 UTC+0000,0.13
2023-04-16 14:00:00 UTC+0000,1.3
2023-04-16 18:00:00 UTC+0000,0.6
2023-04-16 22:00:00 UTC+0000,0.14
2023-04-17 02:00:00 UTC+0000,0.45
2023-04-17 06:00:00 UTC+0000,2.02
2023-04-17 10:00:00 UTC+0000,0.4
2023-04-17 14:00:00 UTC+0000,2.26
2023-04-17 18:00:00 UTC+0000,1.13
2023-04-17 22:00:00 UTC+0000,0.19
2023-04-18 02:00:00 UTC+0000,0.43
2023-04-18 06:00:00 UTC+0000,2.1
2023-04-18 10:00:00 UTC+0000,0.4
2023-04-18 14:00:00 UTC+0000,3.0
2023-04-18 18:00:00 UTC+0000,2.0
2023-04-18 22:00:00 UTC+0000,0.21
2023-04-19 02:00:00 UTC+0000,0.4
2023-04-19 06:00:00 UTC+0000,2.62
2023-04-19 10:00:00 UTC+0000,0.43
2023-04-19 14:00:00 UTC+0000,2.7
2023-04-19 18:00:00 UTC+0000,2.0
2023-04-19 22:00:00 UTC+0000,0.18
2023-04-20 02:00:00 UTC+0000,0.35
2023-04-20 06:00:00 UTC+0000,1.99
2023-04-20 10:00:00 UTC+0000,0.5
2023-04-20 14:00:00 UTC+0000,2.34
2023-04-20 18:00:00 UTC+0000,1.56
2023-04-20 22:00:00 UTC+0000,0.25
2023-04-21 02:00:00 UTC+0000,0.3
2023-04-21 06:00:00 UTC+0000,1.67
2023-04-21 10:00:00 UTC+0000,0.37
2023-04-21 14:00:00 UTC+0000,2.0
2023-04-21 18:00:00 UTC+0000,1.5
2023-04-21 22:00:00 UTC+0000,0.24
2023-04-22 02:00:00 UTC+0000,0.33
2023-04-22 06:00:00 UTC+0000,1.27
2023-04-22 10:00:00 UTC+0000,0.26
2023-04-22 14:00:00 UTC+0000,1.6
2023-04-22 18:00:00 UTC+0000,1.41
2023-04-22 22:00:00 UTC+0000,0.17
2023-04-23 02:00:00 UTC+0000,0.3
2023-04-23 06:00:00 UTC+0000,1.22
2023-04-23 10:00:00 UTC+0000,0.2
2023-04-23 14:00:00 UTC+0000,1.42
2023-04-23 18:00:00 UTC+0000,1.3
2023-04-23 22:00:00 UTC+0000,0.25
2023-04-24 02:00:00 UTC+0000,0.27
2023-04-24 06:00:00 UTC+0000,2.0
2023-04-24 10:00:00 UTC+0000,0.34
2023-04-24 14:00:00 UTC+0000,2.27
2023-04-24 18:00:00 UTC+0000,2.3
2023-04-24 22:00:00 UTC+0000,0.34
2023-04-25 02:00:00 UTC+0000,0.4
2023-04-25 06:00:00 UTC+0000,1.61
2023-04-25 10:00:00 UTC+0000,0.31
2023-04-25 14:00:00 UTC+0000,1.9
2023-04-25 18:00:00 UTC+0000,1.7
2023-04-25 22:00:00 UTC+0000,0.58
2023-04-26 02:00:00 UTC+0000,0.62
2023-04-26 06:00:00 UTC+0000,2.0
2023-04-26 10:00:00 UTC+0000,3.1
2023-04-26 14:00:00 UTC+0000,4.3
2023-04-26 18:00:00 UTC+0000,2.4
2023-04-26 22:00:00 UTC+0000,0.4
2023-04-27 02:00:00 UTC+0000,0.7
2023-04-27 06:00:00 UTC+0000,1.7
2023-04-27 10:00:00 UTC+0000,1.9
2023-04-27 14:00:00 UTC+0000,2.94
2023-04-27 18:00:00 UTC+0000,2.0
2023-04-27 22:00:00 UTC+0000,0.24
2023-04-28 02:00:00 UTC+0000,0.6
2023-04-28 06:00:00 UTC+0000,1.27
2023-04-28 10:00:00 UTC+0000,1.03
2023-04-28 14:00:00 UTC+0000,2.02
2023-04-28 18:00:00 UTC+0000,1.6
2023-04-28 22:00:00 UTC+0000,0.37
2023-04-29 02:00:00 UTC+0000,0.4
2023-04-29 06:00:00 UTC+0000,1.15
2023-04-29 10:00:00 UTC+0000,0.8
2023-04-29 14:00:00 UTC+0000,1.96
2023-04-29 18:00:00 UTC+0000,1.52
2023-04-29 22:00:00 UTC+0000,0.24
2023-04-30 02:00:00 UTC+0000,0.42
2023-04-30 06:00:00 UTC+0000,1.1
2023-04-30 10:00:00 UTC+0000,0.64
2023-04-30 14:00:00 UTC+0000,2.49
2023-04-30 18:00:00 UTC+0000,1.75
2023-04-30 22:00:00 UTC+0000,0.7
2023-05-01 02:00:00 UTC+0000,0.6
2023-05-01 06:00:00 UTC+0000,1.57
2023-05-01 10:00:00 UTC+0000,0.49
2023-05-01 14:00:00 UTC+0000,2.49
2023-05-01 18:00:00 UTC+0000,1.8
2023-05-01 22:00:00 UTC+0000,0.5
2023-05-02 02:00:00 UTC+0000,0.61
2023-05-02 06:00:00 UTC+0000,1.7
2023-05-02 10:00:00 UTC+0000,0.88
2023-05-02 14:00:00 UTC+0000,3.21
2023-05-02 18:00:00 UTC+0000,3.05
2023-05-02 22:00:00 UTC+0000,0.42
2023-05-03 02:00:00 UTC+0000,0.53
2023-05-03 06:00:00 UTC+0000,1.78
2023-05-03 10:00:00 UTC+0000,0.77
2023-05-03 14:00:00 UTC+0000,7.0
2023-05-03 18:00:00 UTC+0000,5.0
2023-05-03 22:00:00 UTC+0000,0.41
2023-05-04 02:00:00 UTC+0000,0.7
2023-05-04 06:00:00 UTC+0000,1.7
2023-05-04 10:00:00 UTC+0000,0.8
2023-05-04 14:00:00 UTC+0000,5.36
2023-05-04 18:00:00 UTC+0000,3.61
2023-05-04 22:00:00 UTC+0000,0.36
2023-05-05 02:00:00 UTC+0000,0.64
2023-05-05 06:00:00 UTC+0000,1.5
2023-05-05 10:00:00 UTC+0000,0.7
2023-05-05 14:00:00 UTC+0000,3.95
2023-05-05 18:00:00 UTC+0000,3.17
2023-05-05 22:00:00 UTC+0000,0.57
2023-05-06 02:00:00 UTC+0000,0.6
2023-05-06 06:00:00 UTC+0000,1.34
2023-05-06 10:00:00 UTC+0000,0.52
2023-05-06 14:00:00 UTC+0000,3.78
2023-05-06 18:00:00 UTC+0000,2.9
2023-05-06 22:00:00 UTC+0000,0.35
2023-05-07 02:00:00 UTC+0000,0.45
2023-05-07 06:00:00 UTC+0000,1.22
2023-05-07 10:00:00 UTC+0000,0.44
2023-05-07 14:00:00 UTC+0000,3.08
2023-05-07 18:00:00 UTC+0000,2.41
2023-05-07 22:00:00 UTC+0000,0.4
2023-05-08 02:00:00 UTC+0000,0.71
2023-05-08 06:00:00 UTC+0000,1.6
2023-05-08 10:00:00 UTC+0000,0.6
2023-05-08 14:00:00 UTC+0000,3.3
2023-05-08 18:00:00 UTC+0000,2.4
2023-05-08 22:00:00 UTC+0000,0.43
2023-05-09 02:00:00 UTC+0000,0.75
2023-05-09 06:00:00 UTC+0000,1.39
2023-05-09 10:00:00 UTC+0000,0.57
2023-05-09 14:00:00 UTC+0000,2.9
2023-05-09 18:00:00 UTC+0000,2.1
2023-05-09 22:00:00 UTC+0000,0.4
2023-05-10 02:00:00 UTC+0000,0.78
2023-05-10 06:00:00 UTC+0000,1.1
2023-05-10 10:00:00 UTC+0000,0.5
2023-05-10 14:00:00 UTC+0000,2.68
2023-05-10 18:00:00 UTC+0000,2.0
2023-05-10 22:00:00 UTC+0000,0.38
