time (UTC),aFRR+_capacity_marginal_price[(EUR/MW)/h]
2023-12-13 19:00:00 UTC+0000,9.02
2023-12-13 23:00:00 UTC+0000,5.9
2023-12-14 03:00:00 UTC+0000,12.26
2023-12-14 07:00:00 UTC+0000,17.42
2023-12-14 11:00:00 UTC+0000,11.7
2023-12-14 15:00:00 UTC+0000,18.73
2023-12-14 19:00:00 UTC+0000,8.5
2023-12-14 23:00:00 UTC+0000,5.5
2023-12-15 03:00:00 UTC+0000,11.64
2023-12-15 07:00:00 UTC+0000,16.58
2023-12-15 11:00:00 UTC+0000,9.36
2023-12-15 15:00:00 UTC+0000,17.72
2023-12-15 19:00:00 UTC+0000,8.0
2023-12-15 23:00:00 UTC+0000,5.57
2023-12-16 03:00:00 UTC+0000,9.89
2023-12-16 07:00:00 UTC+0000,15.03
2023-12-16 11:00:00 UTC+0000,8.59
2023-12-16 15:00:00 UTC+0000,16.16
2023-12-16 19:00:00 UTC+0000,7.79
2023-12-16 23:00:00 UTC+0000,6.68
2023-12-17 03:00:00 UTC+0000,9.24
2023-12-17 07:00:00 UTC+0000,13.0
2023-12-17 11:00:00 UTC+0000,7.68
2023-12-17 15:00:00 UTC+0000,14.94
2023-12-17 19:00:00 UTC+0000,7.62
2023-12-17 23:00:00 UTC+0000,6.57
2023-12-18 03:00:00 UTC+0000,12.42
2023-12-18 07:00:00 UTC+0000,14.05
2023-12-18 11:00:00 UTC+0000,8.41
2023-12-18 15:00:00 UTC+0000,18.54
2023-12-18 19:00:00 UTC+0000,8.19
2023-12-18 23:00:00 UTC+0000,6.16
2023-12-19 03:00:00 UTC+0000,10.52
2023-12-19 07:00:00 UTC+0000,15.09
2023-12-19 11:00:00 UTC+0000,7.55
2023-12-19 15:00:00 UTC+0000,16.13
2023-12-19 19:00:00 UTC+0000,7.39
2023-12-19 23:00:00 UTC+0000,5.64
2023-12-20 03:00:00 UTC+0000,9.27
2023-12-20 07:00:00 UTC+0000,13.51
2023-12-20 11:00:00 UTC+0000,7.0
2023-12-20 15:00:00 UTC+0000,14.5
2023-12-20 19:00:00 UTC+0000,6.92
2023-12-20 23:00:00 UTC+0000,5.14
2023-12-21 03:00:00 UTC+0000,8.23
2023-12-21 07:00:00 UTC+0000,12.27
2023-12-21 11:00:00 UTC+0000,6.38
2023-12-21 15:00:00 UTC+0000,13.01
2023-12-21 19:00:00 UTC+0000,6.27
2023-12-21 23:00:00 UTC+0000,5.0
2023-12-22 03:00:00 UTC+0000,7.49
2023-12-22 07:00:00 UTC+0000,11.0
2023-12-22 11:00:00 UTC+0000,5.8
2023-12-22 15:00:00 UTC+0000,12.33
2023-12-22 19:00:00 UTC+0000,10.47
2023-12-22 23:00:00 UTC+0000,6.15
2023-12-23 03:00:00 UTC+0000,7.33
2023-12-23 07:00:00 UTC+0000,9.76
2023-12-23 11:00:00 UTC+0000,5.05
2023-12-23 15:00:00 UTC+0000,15.02
2023-12-23 19:00:00 UTC+0000,15.2
2023-12-23 23:00:00 UTC+0000,7.2
2023-12-24 03:00:00 UTC+0000,7.11
2023-12-24 07:00:00 UTC+0000,8.78
2023-12-24 11:00:00 UTC+0000,5.93
2023-12-24 15:00:00 UTC+0000,13.0
2023-12-24 19:00:00 UTC+0000,12.96
2023-12-24 23:00:00 UTC+0000,6.65
2023-12-25 03:00:00 UTC+0000,6.88
2023-12-25 07:00:00 UTC+0000,8.5
2023-12-25 11:00:00 UTC+0000,5.61
2023-12-25 15:00:00 UTC+0000,15.0
2023-12-25 19:00:00 UTC+0000,12.1
2023-12-25 23:00:00 UTC+0000,6.26
2023-12-26 03:00:00 UTC+0000,6.37
2023-12-26 07:00:00 UTC+0000,7.8
2023-12-26 11:00:00 UTC+0000,5.17
2023-12-26 15:00:00 UTC+0000,13.09
2023-12-26 19:00:00 UTC+0000,10.74
2023-12-26 23:00:00 UTC+0000,6.36
2023-12-27 03:00:00 UTC+0000,8.77
2023-12-27 07:00:00 UTC+0000,13.62
2023-12-27 11:00:00 UTC+0000,6.78
2023-12-27 15:00:00 UTC+0000,12.81
2023-12-27 19:00:00 UTC+0000,10.13
2023-12-27 23:00:00 UTC+0000,5.73
2023-12-28 03:00:00 UTC+0000,6.81
2023-12-28 07:00:00 UTC+0000,11.58
2023-12-28 11:00:00 UTC+0000,5.68
2023-12-28 15:00:00 UTC+0000,12.11
2023-12-28 19:00:00 UTC+0000,8.68
2023-12-28 23:00:00 UTC+0000,5.37
2023-12-29 03:00:00 UTC+0000,6.26
2023-12-29 07:00:00 UTC+0000,9.51
2023-12-29 11:00:00 UTC+0000,5.26
2023-12-29 15:00:00 UTC+0000,11.95
2023-12-29 19:00:00 UTC+0000,8.05
2023-12-29 23:00:00 UTC+0000,5.02
2023-12-30 03:00:00 UTC+0000,5.66
2023-12-30 07:00:00 UTC+0000,8.47
2023-12-30 11:00:00 UTC+0000,4.98
2023-12-30 15:00:00 UTC+0000,17.02
2023-12-30 19:00:00 UTC+0000,12.77
2023-12-30 23:00:00 UTC+0000,6.83
2023-12-31 03:00:00 UTC+0000,5.42
2023-12-31 07:00:00 UTC+0000,7.38
2023-12-31 11:00:00 UTC+0000,4.78
2023-12-31 15:00:00 UTC+0000,14.46
2023-12-31 19:00:00 UTC+0000,9.56
2023-12-31 23:00:00 UTC+0000,5.25
2024-01-01 03:00:00 UTC+0000,5.01
2024-01-01 07:00:00 UTC+0000,6.66
2024-01-01 11:00:00 UTC+0000,4.41
2024-01-01 15:00:00 UTC+0000,11.92
2024-01-01 19:00:00 UTC+0000,8.51
2024-01-01 23:00:00 UTC+0000,5.19
2024-01-02 03:00:00 UTC+0000,5.64
2024-01-02 07:00:00 UTC+0000,9.03
2024-01-02 11:00:00 UTC+0000,5.7
2024-01-02 15:00:00 UTC+0000,12.31
2024-01-02 19:00:00 UTC+0000,8.43
2024-01-02 23:00:00 UTC+0000,4.88
2024-01-03 03:00:00 UTC+0000,4.97
2024-01-03 07:00:00 UTC+0000,7.88
2024-01-03 11:00:00 UTC+0000,4.97
2024-01-03 15:00:00 UTC+0000,15.48
2024-01-03 19:00:00 UTC+0000,8.12
2024-01-03 23:00:00 UTC+0000,4.64
2024-01-04 03:00:00 UTC+0000,5.41
2024-01-04 07:00:00 UTC+0000,8.44
2024-01-04 11:00:00 UTC+0000,5.15
2024-01-04 15:00:00 UTC+0000,18.68
2024-01-04 19:00:00 UTC+0000,8.54
2024-01-04 23:00:00 UTC+0000,4.9
2024-01-05 03:00:00 UTC+0000,6.03
2024-01-05 07:00:00 UTC+0000,7.83
2024-01-05 11:00:00 UTC+0000,5.0
2024-01-05 15:00:00 UTC+0000,15.09
2024-01-05 19:00:00 UTC+0000,7.68
2024-01-05 23:00:00 UTC+0000,4.22
2024-01-06 03:00:00 UTC+0000,4.7
2024-01-06 07:00:00 UTC+0000,6.67
2024-01-06 11:00:00 UTC+0000,4.3
2024-01-06 15:00:00 UTC+0000,12.78
2024-01-06 19:00:00 UTC+0000,7.01
2024-01-06 23:00:00 UTC+0000,3.95
2024-01-07 03:00:00 UTC+0000,4.32
2024-01-07 07:00:00 UTC+0000,5.98
2024-01-07 11:00:00 UTC+0000,4.0
2024-01-07 15:00:00 UTC+0000,11.1
2024-01-07 19:00:00 UTC+0000,6.34
2024-01-07 23:00:00 UTC+0000,3.98
2024-01-08 03:00:00 UTC+0000,4.79
2024-01-08 07:00:00 UTC+0000,6.65
2024-01-08 11:00:00 UTC+0000,4.58
2024-01-08 15:00:00 UTC+0000,13.29
2024-01-08 19:00:00 UTC+0000,6.78
2024-01-08 23:00:00 UTC+0000,3.69
2024-01-09 03:00:00 UTC+0000,4.46
2024-01-09 07:00:00 UTC+0000,7.92
2024-01-09 11:00:00 UTC+0000,4.47
2024-01-09 15:00:00 UTC+0000,18.87
2024-01-09 19:00:00 UTC+0000,6.43
2024-01-09 23:00:00 UTC+0000,3.54
2024-01-10 03:00:00 UTC+0000,5.3
2024-01-10 07:00:00 UTC+0000,75.89
2024-01-10 11:00:00 UTC+0000,14.28
2024-01-10 15:00:00 UTC+0000,18.98
2024-01-10 19:00:00 UTC+0000,6.24
2024-01-10 23:00:00 UTC+0000,3.47
2024-01-11 03:00:00 UTC+0000,5.78
2024-01-11 07:00:00 UTC+0000,22.83
2024-01-11 11:00:00 UTC+0000,8.2
2024-01-11 15:00:00 UTC+0000,17.43
2024-01-11 19:00:00 UTC+0000,6.0
2024-01-11 23:00:00 UTC+0000,3.21
2024-01-12 03:00:00 UTC+0000,4.87
2024-01-12 07:00:00 UTC+0000,16.38
2024-01-12 11:00:00 UTC+0000,5.94
2024-01-12 15:00:00 UTC+0000,15.41
2024-01-12 19:00:00 UTC+0000,5.87
2024-01-12 23:00:00 UTC+0000,3.68
2024-01-13 03:00:00 UTC+0000,4.38
2024-01-13 07:00:00 UTC+0000,9.95
2024-01-13 11:00:00 UTC+0000,4.3
2024-01-13 15:00:00 UTC+0000,11.87
2024-01-13 19:00:00 UTC+0000,5.32
2024-01-13 23:00:00 UTC+0000,3.13
2024-01-14 03:00:00 UTC+0000,3.86
2024-01-14 07:00:00 UTC+0000,8.05
2024-01-14 11:00:00 UTC+0000,3.81
2024-01-14 15:00:00 UTC+0000,10.44
2024-01-14 19:00:00 UTC+0000,4.67
2024-01-14 23:00:00 UTC+0000,3.0
2024-01-15 03:00:00 UTC+0000,6.61
2024-01-15 07:00:00 UTC+0000,9.24
2024-01-15 11:00:00 UTC+0000,4.16
2024-01-15 15:00:00 UTC+0000,14.1
2024-01-15 19:00:00 UTC+0000,5.47
2024-01-15 23:00:00 UTC+0000,3.05
2024-01-16 03:00:00 UTC+0000,6.17
2024-01-16 07:00:00 UTC+0000,12.0
2024-01-16 11:00:00 UTC+0000,4.45
2024-01-16 15:00:00 UTC+0000,15.16
2024-01-16 19:00:00 UTC+0000,5.71
2024-01-16 23:00:00 UTC+0000,2.88
2024-01-17 03:00:00 UTC+0000,5.72
2024-01-17 07:00:00 UTC+0000,11.04
2024-01-17 11:00:00 UTC+0000,8.24
2024-01-17 15:00:00 UTC+0000,48.58
2024-01-17 19:00:00 UTC+0000,6.45
2024-01-17 23:00:00 UTC+0000,2.78
2024-01-18 03:00:00 UTC+0000,6.26
2024-01-18 07:00:00 UTC+0000,9.91
2024-01-18 11:00:00 UTC+0000,5.14
2024-01-18 15:00:00 UTC+0000,19.8
2024-01-18 19:00:00 UTC+0000,5.54
2024-01-18 23:00:00 UTC+0000,2.59
2024-01-19 03:00:00 UTC+0000,5.81
2024-01-19 07:00:00 UTC+0000,8.89
2024-01-19 11:00:00 UTC+0000,4.39
2024-01-19 15:00:00 UTC+0000,15.05
2024-01-19 19:00:00 UTC+0000,4.97
2024-01-19 23:00:00 UTC+0000,4.0
2024-01-20 03:00:00 UTC+0000,5.11
2024-01-20 07:00:00 UTC+0000,7.74
2024-01-20 11:00:00 UTC+0000,3.8
2024-01-20 15:00:00 UTC+0000,12.62
2024-01-20 19:00:00 UTC+0000,6.9
2024-01-20 23:00:00 UTC+0000,6.9
2024-01-21 03:00:00 UTC+0000,4.58
2024-01-21 07:00:00 UTC+0000,6.81
2024-01-21 11:00:00 UTC+0000,3.38
2024-01-21 15:00:00 UTC+0000,10.79
2024-01-21 19:00:00 UTC+0000,5.53
2024-01-21 23:00:00 UTC+0000,4.56
2024-01-22 03:00:00 UTC+0000,5.02
2024-01-22 07:00:00 UTC+0000,7.26
2024-01-22 11:00:00 UTC+0000,3.97
2024-01-22 15:00:00 UTC+0000,11.92
2024-01-22 19:00:00 UTC+0000,5.16
2024-01-22 23:00:00 UTC+0000,3.99
2024-01-23 03:00:00 UTC+0000,4.97
2024-01-23 07:00:00 UTC+0000,7.31
2024-01-23 11:00:00 UTC+0000,3.94
2024-01-23 15:00:00 UTC+0000,11.25
2024-01-23 19:00:00 UTC+0000,5.57
2024-01-23 23:00:00 UTC+0000,3.5
2024-01-24 03:00:00 UTC+0000,4.43
2024-01-24 07:00:00 UTC+0000,6.78
2024-01-24 11:00:00 UTC+0000,3.63
2024-01-24 15:00:00 UTC+0000,9.98
2024-01-24 19:00:00 UTC+0000,4.91
2024-01-24 23:00:00 UTC+0000,3.5
2024-01-25 03:00:00 UTC+0000,4.72
2024-01-25 07:00:00 UTC+0000,14.0
2024-01-25 11:00:00 UTC+0000,8.85
2024-01-25 15:00:00 UTC+0000,22.54
2024-01-25 19:00:00 UTC+0000,8.93
2024-01-25 23:00:00 UTC+0000,3.17
2024-01-26 03:00:00 UTC+0000,4.6
2024-01-26 07:00:00 UTC+0000,8.16
2024-01-26 11:00:00 UTC+0000,4.73
2024-01-26 15:00:00 UTC+0000,13.16
2024-01-26 19:00:00 UTC+0000,5.75
2024-01-26 23:00:00 UTC+0000,3.52
2024-01-27 03:00:00 UTC+0000,4.11
2024-01-27 07:00:00 UTC+0000,6.72
2024-01-27 11:00:00 UTC+0000,3.81
2024-01-27 15:00:00 UTC+0000,13.24
2024-01-27 19:00:00 UTC+0000,6.92
2024-01-27 23:00:00 UTC+0000,4.4
2024-01-28 03:00:00 UTC+0000,3.95
2024-01-28 07:00:00 UTC+0000,6.12
2024-01-28 11:00:00 UTC+0000,3.42
2024-01-28 15:00:00 UTC+0000,10.77
2024-01-28 19:00:00 UTC+0000,5.68
2024-01-28 23:00:00 UTC+0000,3.98
2024-01-29 03:00:00 UTC+0000,4.32
2024-01-29 07:00:00 UTC+0000,6.9
2024-01-29 11:00:00 UTC+0000,3.85
2024-01-29 15:00:00 UTC+0000,23.43
2024-01-29 19:00:00 UTC+0000,6.87
2024-01-29 23:00:00 UTC+0000,3.9
2024-01-30 03:00:00 UTC+0000,4.94
2024-01-30 07:00:00 UTC+0000,7.21
2024-01-30 11:00:00 UTC+0000,4.21
2024-01-30 15:00:00 UTC+0000,14.61
2024-01-30 19:00:00 UTC+0000,5.78
2024-01-30 23:00:00 UTC+0000,3.65
2024-01-31 03:00:00 UTC+0000,5.15
2024-01-31 07:00:00 UTC+0000,9.21
2024-01-31 11:00:00 UTC+0000,3.99
2024-01-31 15:00:00 UTC+0000,11.3
2024-01-31 19:00:00 UTC+0000,5.45
2024-01-31 23:00:00 UTC+0000,3.35
2024-02-01 03:00:00 UTC+0000,4.7
2024-02-01 07:00:00 UTC+0000,7.38
2024-02-01 11:00:00 UTC+0000,3.74
2024-02-01 15:00:00 UTC+0000,11.92
2024-02-01 19:00:00 UTC+0000,5.77
2024-02-01 23:00:00 UTC+0000,3.1
2024-02-02 03:00:00 UTC+0000,4.48
2024-02-02 07:00:00 UTC+0000,8.84
2024-02-02 11:00:00 UTC+0000,3.54
2024-02-02 15:00:00 UTC+0000,9.8
2024-02-02 19:00:00 UTC+0000,5.04
2024-02-02 23:00:00 UTC+0000,3.17
2024-02-03 03:00:00 UTC+0000,4.22
2024-02-03 07:00:00 UTC+0000,6.69
2024-02-03 11:00:00 UTC+0000,3.07
2024-02-03 15:00:00 UTC+0000,9.85
2024-02-03 19:00:00 UTC+0000,5.25
2024-02-03 23:00:00 UTC+0000,4.86
2024-02-04 03:00:00 UTC+0000,4.05
2024-02-04 07:00:00 UTC+0000,5.91
2024-02-04 11:00:00 UTC+0000,2.91
2024-02-04 15:00:00 UTC+0000,9.1
2024-02-04 19:00:00 UTC+0000,4.42
2024-02-04 23:00:00 UTC+0000,3.4
2024-02-05 03:00:00 UTC+0000,4.34
2024-02-05 07:00:00 UTC+0000,6.9
2024-02-05 11:00:00 UTC+0000,3.18
2024-02-05 15:00:00 UTC+0000,10.39
2024-02-05 19:00:00 UTC+0000,4.6
2024-02-05 23:00:00 UTC+0000,3.16
2024-02-06 03:00:00 UTC+0000,4.0
2024-02-06 07:00:00 UTC+0000,6.86
2024-02-06 11:00:00 UTC+0000,3.12
2024-02-06 15:00:00 UTC+0000,9.36
2024-02-06 19:00:00 UTC+0000,4.24
2024-02-06 23:00:00 UTC+0000,2.96
2024-02-07 03:00:00 UTC+0000,4.15
2024-02-07 07:00:00 UTC+0000,7.16
2024-02-07 11:00:00 UTC+0000,7.11
2024-02-07 15:00:00 UTC+0000,21.38
2024-02-07 19:00:00 UTC+0000,7.2
2024-02-07 23:00:00 UTC+0000,3.44
2024-02-08 03:00:00 UTC+0000,5.22
2024-02-08 07:00:00 UTC+0000,12.88
2024-02-08 11:00:00 UTC+0000,6.8
2024-02-08 15:00:00 UTC+0000,14.86
2024-02-08 19:00:00 UTC+0000,5.45
2024-02-08 23:00:00 UTC+0000,2.9
2024-02-09 03:00:00 UTC+0000,4.08
2024-02-09 07:00:00 UTC+0000,7.44
2024-02-09 11:00:00 UTC+0000,4.98
2024-02-09 15:00:00 UTC+0000,11.1
2024-02-09 19:00:00 UTC+0000,4.61
2024-02-09 23:00:00 UTC+0000,2.83
2024-02-10 03:00:00 UTC+0000,3.69
2024-02-10 07:00:00 UTC+0000,6.4
2024-02-10 11:00:00 UTC+0000,3.74
2024-02-10 15:00:00 UTC+0000,9.29
2024-02-10 19:00:00 UTC+0000,3.99
2024-02-10 23:00:00 UTC+0000,2.73
2024-02-11 03:00:00 UTC+0000,3.35
2024-02-11 07:00:00 UTC+0000,5.7
2024-02-11 11:00:00 UTC+0000,3.16
2024-02-11 15:00:00 UTC+0000,8.4
2024-02-11 19:00:00 UTC+0000,3.64
2024-02-11 23:00:00 UTC+0000,2.8
2024-02-12 03:00:00 UTC+0000,3.87
2024-02-12 07:00:00 UTC+0000,6.35
2024-02-12 11:00:00 UTC+0000,3.2
2024-02-12 15:00:00 UTC+0000,9.23
2024-02-12 19:00:00 UTC+0000,3.79
2024-02-12 23:00:00 UTC+0000,2.52
2024-02-13 03:00:00 UTC+0000,3.6
2024-02-13 07:00:00 UTC+0000,6.12
2024-02-13 11:00:00 UTC+0000,3.11
2024-02-13 15:00:00 UTC+0000,11.48
2024-02-13 19:00:00 UTC+0000,3.72
2024-02-13 23:00:00 UTC+0000,2.35
2024-02-14 03:00:00 UTC+0000,3.27
2024-02-14 07:00:00 UTC+0000,5.61
2024-02-14 11:00:00 UTC+0000,2.88
2024-02-14 15:00:00 UTC+0000,9.04
2024-02-14 19:00:00 UTC+0000,3.29
2024-02-14 23:00:00 UTC+0000,2.33
2024-02-15 03:00:00 UTC+0000,3.42
2024-02-15 07:00:00 UTC+0000,5.88
2024-02-15 11:00:00 UTC+0000,2.79
2024-02-15 15:00:00 UTC+0000,13.54
2024-02-15 19:00:00 UTC+0000,3.12
2024-02-15 23:00:00 UTC+0000,2.11
2024-02-16 03:00:00 UTC+0000,3.14
2024-02-16 07:00:00 UTC+0000,5.2
2024-02-16 11:00:00 UTC+0000,2.65
2024-02-16 15:00:00 UTC+0000,9.24
2024-02-16 19:00:00 UTC+0000,2.96
2024-02-16 23:00:00 UTC+0000,2.19
2024-02-17 03:00:00 UTC+0000,3.01
2024-02-17 07:00:00 UTC+0000,4.83
2024-02-17 11:00:00 UTC+0000,2.41
2024-02-17 15:00:00 UTC+0000,11.82
2024-02-17 19:00:00 UTC+0000,4.82
2024-02-17 23:00:00 UTC+0000,3.61
2024-02-18 03:00:00 UTC+0000,2.82
2024-02-18 07:00:00 UTC+0000,4.38
2024-02-18 11:00:00 UTC+0000,2.37
2024-02-18 15:00:00 UTC+0000,9.2
2024-02-18 19:00:00 UTC+0000,3.88
2024-02-18 23:00:00 UTC+0000,3.07
2024-02-19 03:00:00 UTC+0000,3.73
2024-02-19 07:00:00 UTC+0000,6.02
2024-02-19 11:00:00 UTC+0000,2.99
2024-02-19 15:00:00 UTC+0000,11.08
2024-02-19 19:00:00 UTC+0000,4.27
2024-02-19 23:00:00 UTC+0000,2.89
2024-02-20 03:00:00 UTC+0000,3.69
2024-02-20 07:00:00 UTC+0000,7.12
2024-02-20 11:00:00 UTC+0000,3.15
2024-02-20 15:00:00 UTC+0000,9.89
2024-02-20 19:00:00 UTC+0000,3.92
2024-02-20 23:00:00 UTC+0000,2.5
2024-02-21 03:00:00 UTC+0000,3.89
2024-02-21 07:00:00 UTC+0000,6.47
2024-02-21 11:00:00 UTC+0000,94.89
2024-02-21 15:00:00 UTC+0000,9.11
2024-02-21 19:00:00 UTC+0000,3.78
2024-02-21 23:00:00 UTC+0000,2.4
2024-02-22 03:00:00 UTC+0000,3.92
2024-02-22 07:00:00 UTC+0000,6.56
2024-02-22 11:00:00 UTC+0000,11.38
2024-02-22 15:00:00 UTC+0000,8.29
2024-02-22 19:00:00 UTC+0000,3.51
2024-02-22 23:00:00 UTC+0000,2.2
2024-02-23 03:00:00 UTC+0000,3.64
2024-02-23 07:00:00 UTC+0000,6.35
2024-02-23 11:00:00 UTC+0000,6.4
2024-02-23 15:00:00 UTC+0000,21.3
2024-02-23 19:00:00 UTC+0000,29.08
2024-02-23 23:00:00 UTC+0000,3.17
2024-02-24 03:00:00 UTC+0000,3.4
2024-02-24 07:00:00 UTC+0000,5.73
2024-02-24 11:00:00 UTC+0000,4.78
2024-02-24 15:00:00 UTC+0000,12.56
2024-02-24 19:00:00 UTC+0000,8.73
2024-02-24 23:00:00 UTC+0000,2.62
2024-02-25 03:00:00 UTC+0000,3.02
2024-02-25 07:00:00 UTC+0000,5.01
2024-02-25 11:00:00 UTC+0000,3.6
2024-02-25 15:00:00 UTC+0000,9.81
2024-02-25 19:00:00 UTC+0000,6.31
2024-02-25 23:00:00 UTC+0000,2.67
2024-02-26 03:00:00 UTC+0000,3.41
2024-02-26 07:00:00 UTC+0000,5.42
2024-02-26 11:00:00 UTC+0000,3.46
2024-02-26 15:00:00 UTC+0000,9.64
2024-02-26 19:00:00 UTC+0000,5.73
2024-02-26 23:00:00 UTC+0000,2.68
2024-02-27 03:00:00 UTC+0000,3.25
2024-02-27 07:00:00 UTC+0000,5.37
2024-02-27 11:00:00 UTC+0000,3.5
2024-02-27 15:00:00 UTC+0000,22.39
2024-02-27 19:00:00 UTC+0000,5.37
2024-02-27 23:00:00 UTC+0000,22.46
2024-02-28 03:00:00 UTC+0000,6.29
2024-02-28 07:00:00 UTC+0000,11.22
2024-02-28 11:00:00 UTC+0000,3.46
2024-02-28 15:00:00 UTC+0000,17.6
2024-02-28 19:00:00 UTC+0000,5.36
2024-02-28 23:00:00 UTC+0000,7.21
2024-02-29 03:00:00 UTC+0000,5.0
2024-02-29 07:00:00 UTC+0000,6.86
2024-02-29 11:00:00 UTC+0000,3.91
2024-02-29 15:00:00 UTC+0000,12.99
2024-02-29 19:00:00 UTC+0000,4.9
2024-02-29 23:00:00 UTC+0000,4.37
2024-03-01 03:00:00 UTC+0000,4.29
2024-03-01 07:00:00 UTC+0000,5.64
2024-03-01 11:00:00 UTC+0000,3.53
2024-03-01 15:00:00 UTC+0000,11.05
2024-03-01 19:00:00 UTC+0000,4.74
2024-03-01 23:00:00 UTC+0000,3.9
2024-03-02 03:00:00 UTC+0000,3.56
2024-03-02 07:00:00 UTC+0000,4.96
2024-03-02 11:00:00 UTC+0000,3.16
2024-03-02 15:00:00 UTC+0000,9.95
2024-03-02 19:00:00 UTC+0000,4.43
2024-03-02 23:00:00 UTC+0000,3.54
2024-03-03 03:00:00 UTC+0000,3.09
2024-03-03 07:00:00 UTC+0000,4.42
2024-03-03 11:00:00 UTC+0000,2.77
2024-03-03 15:00:00 UTC+0000,8.91
2024-03-03 19:00:00 UTC+0000,4.17
2024-03-03 23:00:00 UTC+0000,3.48
2024-03-04 03:00:00 UTC+0000,4.24
2024-03-04 07:00:00 UTC+0000,5.67
2024-03-04 11:00:00 UTC+0000,3.45
2024-03-04 15:00:00 UTC+0000,12.3
2024-03-04 19:00:00 UTC+0000,4.94
2024-03-04 23:00:00 UTC+0000,3.11
2024-03-05 03:00:00 UTC+0000,3.8
2024-03-05 07:00:00 UTC+0000,5.3
2024-03-05 11:00:00 UTC+0000,3.09
2024-03-05 15:00:00 UTC+0000,11.86
2024-03-05 19:00:00 UTC+0000,4.6
2024-03-05 23:00:00 UTC+0000,3.24
2024-03-06 03:00:00 UTC+0000,4.59
2024-03-06 07:00:00 UTC+0000,7.19
2024-03-06 11:00:00 UTC+0000,3.13
2024-03-06 15:00:00 UTC+0000,13.63
2024-03-06 19:00:00 UTC+0000,4.54
2024-03-06 23:00:00 UTC+0000,3.09
2024-03-07 03:00:00 UTC+0000,4.16
2024-03-07 07:00:00 UTC+0000,6.75
2024-03-07 11:00:00 UTC+0000,36.85
2024-03-07 15:00:00 UTC+0000,10.51
2024-03-07 19:00:00 UTC+0000,4.14
2024-03-07 23:00:00 UTC+0000,3.05
2024-03-08 03:00:00 UTC+0000,3.86
2024-03-08 07:00:00 UTC+0000,7.86
2024-03-08 11:00:00 UTC+0000,8.78
2024-03-08 15:00:00 UTC+0000,9.19
2024-03-08 19:00:00 UTC+0000,4.05
2024-03-08 23:00:00 UTC+0000,4.62
2024-03-09 03:00:00 UTC+0000,3.53
2024-03-09 07:00:00 UTC+0000,7.82
2024-03-09 11:00:00 UTC+0000,5.78
2024-03-09 15:00:00 UTC+0000,8.54
2024-03-09 19:00:00 UTC+0000,3.87
2024-03-09 23:00:00 UTC+0000,7.58
2024-03-10 03:00:00 UTC+0000,5.0
2024-03-10 07:00:00 UTC+0000,10.21
2024-03-10 11:00:00 UTC+0000,5.0
2024-03-10 15:00:00 UTC+0000,7.27
2024-03-10 19:00:00 UTC+0000,3.46
2024-03-10 23:00:00 UTC+0000,4.54
2024-03-11 03:00:00 UTC+0000,4.74
2024-03-11 07:00:00 UTC+0000,7.35
2024-03-11 11:00:00 UTC+0000,4.96
2024-03-11 15:00:00 UTC+0000,10.0
2024-03-11 19:00:00 UTC+0000,4.4
2024-03-11 23:00:00 UTC+0000,3.88
2024-03-12 03:00:00 UTC+0000,4.34
2024-03-12 07:00:00 UTC+0000,6.57
2024-03-12 11:00:00 UTC+0000,4.57
2024-03-12 15:00:00 UTC+0000,13.92
2024-03-12 19:00:00 UTC+0000,4.63
2024-03-12 23:00:00 UTC+0000,3.48
2024-03-13 03:00:00 UTC+0000,4.07
2024-03-13 07:00:00 UTC+0000,6.07
2024-03-13 11:00:00 UTC+0000,4.05
2024-03-13 15:00:00 UTC+0000,11.53
2024-03-13 19:00:00 UTC+0000,4.16
2024-03-13 23:00:00 UTC+0000,3.24
2024-03-14 03:00:00 UTC+0000,3.73
2024-03-14 07:00:00 UTC+0000,5.55
2024-03-14 11:00:00 UTC+0000,3.78
2024-03-14 15:00:00 UTC+0000,9.87
2024-03-14 19:00:00 UTC+0000,4.32
2024-03-14 23:00:00 UTC+0000,2.97
2024-03-15 03:00:00 UTC+0000,3.55
2024-03-15 07:00:00 UTC+0000,5.22
2024-03-15 11:00:00 UTC+0000,3.46
2024-03-15 15:00:00 UTC+0000,9.83
2024-03-15 19:00:00 UTC+0000,5.31
2024-03-15 23:00:00 UTC+0000,3.96
2024-03-16 03:00:00 UTC+0000,3.3
2024-03-16 07:00:00 UTC+0000,4.91
2024-03-16 11:00:00 UTC+0000,3.06
2024-03-16 15:00:00 UTC+0000,9.5
2024-03-16 19:00:00 UTC+0000,6.8
2024-03-16 23:00:00 UTC+0000,3.54
2024-03-17 03:00:00 UTC+0000,3.18
2024-03-17 07:00:00 UTC+0000,5.39
2024-03-17 11:00:00 UTC+0000,2.91
2024-03-17 15:00:00 UTC+0000,8.68
2024-03-17 19:00:00 UTC+0000,4.91
2024-03-17 23:00:00 UTC+0000,3.29
2024-03-18 03:00:00 UTC+0000,3.7
2024-03-18 07:00:00 UTC+0000,5.61
2024-03-18 11:00:00 UTC+0000,2.89
2024-03-18 15:00:00 UTC+0000,26.42
2024-03-18 19:00:00 UTC+0000,6.12
2024-03-18 23:00:00 UTC+0000,3.04
2024-03-19 03:00:00 UTC+0000,5.76
2024-03-19 07:00:00 UTC+0000,7.1
2024-03-19 11:00:00 UTC+0000,2.86
