time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2022-04-15 18:00:00 UTC+0000,9.95,16.07,16.07,22.38
2022-04-15 22:00:00 UTC+0000,0.25,0.7,0.3,0.7
2022-04-16 02:00:00 UTC+0000,2.7,2.28,3.9,2.28
2022-04-16 06:00:00 UTC+0000,5.9,7.8,7.84,7.8
2022-04-16 10:00:00 UTC+0000,2.0,0.57,4.11,0.57
2022-04-16 14:00:00 UTC+0000,9.78,21.45,10.4,21.45
2022-04-16 18:00:00 UTC+0000,15.69,19.0,9.95,19.0
2022-04-16 22:00:00 UTC+0000,0.3,0.57,0.25,0.57
2022-04-17 02:00:00 UTC+0000,1.94,1.84,2.7,1.84
2022-04-17 06:00:00 UTC+0000,4.69,6.61,5.9,6.61
2022-04-17 10:00:00 UTC+0000,1.54,0.78,2.0,0.78
2022-04-17 14:00:00 UTC+0000,7.29,21.31,9.78,21.31
2022-04-17 18:00:00 UTC+0000,11.17,13.88,15.69,13.88
2022-04-17 22:00:00 UTC+0000,0.38,0.3,0.3,0.77
2022-04-18 02:00:00 UTC+0000,1.81,3.9,1.94,29.71
2022-04-18 06:00:00 UTC+0000,4.75,7.84,4.69,24.37
2022-04-18 10:00:00 UTC+0000,1.5,4.11,1.54,0.84
2022-04-18 14:00:00 UTC+0000,6.68,10.4,7.29,24.05
2022-04-18 18:00:00 UTC+0000,8.76,9.95,11.17,18.7
2022-04-18 22:00:00 UTC+0000,0.32,0.38,0.38,0.36
2022-04-19 02:00:00 UTC+0000,5.82,1.81,1.81,9.52
2022-04-19 06:00:00 UTC+0000,16.5,4.75,4.75,14.4
2022-04-19 10:00:00 UTC+0000,6.5,1.5,1.5,0.63
2022-04-19 14:00:00 UTC+0000,14.4,6.68,6.68,16.74
2022-04-19 18:00:00 UTC+0000,14.4,8.76,8.76,11.5
2022-04-19 22:00:00 UTC+0000,0.35,0.32,0.32,0.34
2022-04-20 02:00:00 UTC+0000,5.51,5.82,5.82,6.5
2022-04-20 06:00:00 UTC+0000,14.0,16.5,16.5,11.8
2022-04-20 10:00:00 UTC+0000,25.0,6.5,6.5,14.77
2022-04-20 14:00:00 UTC+0000,14.78,14.4,14.4,19.85
2022-04-20 18:00:00 UTC+0000,13.2,14.4,14.4,17.0
2022-04-20 22:00:00 UTC+0000,9.4,0.35,0.35,0.25
2022-04-21 02:00:00 UTC+0000,9.0,5.51,5.51,5.72
2022-04-21 06:00:00 UTC+0000,15.0,14.0,14.0,11.0
2022-04-21 10:00:00 UTC+0000,36.67,25.0,25.0,7.28
2022-04-21 14:00:00 UTC+0000,13.0,14.78,14.78,14.4
2022-04-21 18:00:00 UTC+0000,12.54,13.2,13.2,16.07
2022-04-21 22:00:00 UTC+0000,2.6,9.4,9.4,0.3
2022-04-22 02:00:00 UTC+0000,8.88,9.0,9.0,3.9
2022-04-22 06:00:00 UTC+0000,20.82,15.0,15.0,7.84
2022-04-22 10:00:00 UTC+0000,13.38,36.67,36.67,4.11
2022-04-22 14:00:00 UTC+0000,13.0,13.0,13.0,10.4
2022-04-22 18:00:00 UTC+0000,16.0,12.54,12.54,9.95
2022-04-22 22:00:00 UTC+0000,1.51,0.25,2.6,0.25
2022-04-23 02:00:00 UTC+0000,3.82,2.7,8.88,2.7
2022-04-23 06:00:00 UTC+0000,9.88,5.9,20.82,5.9
2022-04-23 10:00:00 UTC+0000,5.14,2.0,13.38,2.0
2022-04-23 14:00:00 UTC+0000,11.9,9.78,13.0,9.78
2022-04-23 18:00:00 UTC+0000,17.2,15.69,16.0,15.69
2022-04-23 22:00:00 UTC+0000,1.0,0.3,1.51,0.3
2022-04-24 02:00:00 UTC+0000,2.72,1.94,3.82,1.94
2022-04-24 06:00:00 UTC+0000,7.1,4.69,9.88,4.69
2022-04-24 10:00:00 UTC+0000,3.38,1.54,5.14,1.54
2022-04-24 14:00:00 UTC+0000,11.4,7.29,11.9,7.29
2022-04-24 18:00:00 UTC+0000,11.0,11.17,17.2,11.17
2022-04-24 22:00:00 UTC+0000,1.25,2.6,1.0,0.38
2022-04-25 02:00:00 UTC+0000,5.9,8.88,2.72,1.81
2022-04-25 06:00:00 UTC+0000,14.33,20.82,7.1,4.75
2022-04-25 10:00:00 UTC+0000,7.2,13.38,3.38,1.5
2022-04-25 14:00:00 UTC+0000,14.7,13.0,11.4,6.68
2022-04-25 18:00:00 UTC+0000,12.7,16.0,11.0,8.76
2022-04-25 22:00:00 UTC+0000,0.85,1.25,1.25,0.32
2022-04-26 02:00:00 UTC+0000,4.8,5.9,5.9,5.82
2022-04-26 06:00:00 UTC+0000,11.9,14.33,14.33,16.5
2022-04-26 10:00:00 UTC+0000,4.18,7.2,7.2,6.5
2022-04-26 14:00:00 UTC+0000,12.0,14.7,14.7,14.4
2022-04-26 18:00:00 UTC+0000,13.6,12.7,12.7,14.4
2022-04-26 22:00:00 UTC+0000,1.33,0.85,0.85,0.35
2022-04-27 02:00:00 UTC+0000,4.24,4.8,4.8,5.51
2022-04-27 06:00:00 UTC+0000,13.45,11.9,11.9,14.0
2022-04-27 10:00:00 UTC+0000,3.0,4.18,4.18,25.0
2022-04-27 14:00:00 UTC+0000,9.67,12.0,12.0,14.78
2022-04-27 18:00:00 UTC+0000,10.8,13.6,13.6,13.2
2022-04-27 22:00:00 UTC+0000,1.3,1.33,1.33,9.4
2022-04-28 02:00:00 UTC+0000,5.51,4.24,4.24,9.0
2022-04-28 06:00:00 UTC+0000,12.61,13.45,13.45,15.0
2022-04-28 10:00:00 UTC+0000,2.78,3.0,3.0,36.67
2022-04-28 14:00:00 UTC+0000,15.51,9.67,9.67,13.0
2022-04-28 18:00:00 UTC+0000,8.86,10.8,10.8,12.54
2022-04-28 22:00:00 UTC+0000,1.0,1.3,1.3,2.6
2022-04-29 02:00:00 UTC+0000,4.8,5.51,5.51,8.88
2022-04-29 06:00:00 UTC+0000,10.9,12.61,12.61,20.82
2022-04-29 10:00:00 UTC+0000,2.45,2.78,2.78,13.38
2022-04-29 14:00:00 UTC+0000,14.7,15.51,15.51,13.0
2022-04-29 18:00:00 UTC+0000,8.4,8.86,8.86,16.0
2022-04-29 22:00:00 UTC+0000,9.0,1.51,1.0,1.51
2022-04-30 02:00:00 UTC+0000,4.22,3.82,4.8,3.82
2022-04-30 06:00:00 UTC+0000,14.51,9.88,10.9,9.88
2022-04-30 10:00:00 UTC+0000,88.95,5.14,2.45,5.14
2022-04-30 14:00:00 UTC+0000,17.6,11.9,14.7,11.9
2022-04-30 18:00:00 UTC+0000,17.14,17.2,8.4,17.2
2022-04-30 22:00:00 UTC+0000,3.51,1.0,9.0,1.0
2022-05-01 02:00:00 UTC+0000,3.16,2.72,4.22,2.72
2022-05-01 06:00:00 UTC+0000,9.46,7.1,14.51,7.1
2022-05-01 10:00:00 UTC+0000,12.35,3.38,88.95,3.38
2022-05-01 14:00:00 UTC+0000,11.79,11.4,17.6,11.4
2022-05-01 18:00:00 UTC+0000,11.29,11.0,17.14,11.0
2022-05-01 22:00:00 UTC+0000,2.2,1.0,3.51,1.25
2022-05-02 02:00:00 UTC+0000,5.18,4.8,3.16,5.9
2022-05-02 06:00:00 UTC+0000,12.2,10.9,9.46,14.33
2022-05-02 10:00:00 UTC+0000,8.89,2.45,12.35,7.2
2022-05-02 14:00:00 UTC+0000,13.05,14.7,11.79,14.7
2022-05-02 18:00:00 UTC+0000,12.0,8.4,11.29,12.7
2022-05-02 22:00:00 UTC+0000,1.4,2.2,2.2,0.85
2022-05-03 02:00:00 UTC+0000,4.26,5.18,5.18,4.8
2022-05-03 06:00:00 UTC+0000,10.4,12.2,12.2,11.9
2022-05-03 10:00:00 UTC+0000,4.9,8.89,8.89,4.18
2022-05-03 14:00:00 UTC+0000,12.1,13.05,13.05,12.0
2022-05-03 18:00:00 UTC+0000,9.47,12.0,12.0,13.6
2022-05-03 22:00:00 UTC+0000,1.32,1.4,1.4,1.33
2022-05-04 02:00:00 UTC+0000,3.89,4.26,4.26,4.24
2022-05-04 06:00:00 UTC+0000,9.28,10.4,10.4,13.45
2022-05-04 10:00:00 UTC+0000,3.46,4.9,4.9,3.0
2022-05-04 14:00:00 UTC+0000,10.48,12.1,12.1,9.67
2022-05-04 18:00:00 UTC+0000,9.2,9.47,9.47,10.8
2022-05-04 22:00:00 UTC+0000,1.1,1.32,1.32,1.3
2022-05-05 02:00:00 UTC+0000,3.38,3.89,3.89,5.51
2022-05-05 06:00:00 UTC+0000,8.45,9.28,9.28,12.61
2022-05-05 10:00:00 UTC+0000,2.87,3.46,3.46,2.78
2022-05-05 14:00:00 UTC+0000,9.25,10.48,10.48,15.51
2022-05-05 18:00:00 UTC+0000,8.19,9.2,9.2,8.86
2022-05-05 22:00:00 UTC+0000,0.85,1.1,1.1,1.0
2022-05-06 02:00:00 UTC+0000,2.88,3.38,3.38,4.8
2022-05-06 06:00:00 UTC+0000,7.6,8.45,8.45,10.9
2022-05-06 10:00:00 UTC+0000,2.49,2.87,2.87,2.45
2022-05-06 14:00:00 UTC+0000,7.75,9.25,9.25,14.7
2022-05-06 18:00:00 UTC+0000,11.14,8.19,8.19,8.4
2022-05-06 22:00:00 UTC+0000,0.7,9.0,0.85,9.0
2022-05-07 02:00:00 UTC+0000,2.1,4.22,2.88,4.22
2022-05-07 06:00:00 UTC+0000,5.87,14.51,7.6,14.51
2022-05-07 10:00:00 UTC+0000,1.8,88.95,2.49,88.95
2022-05-07 14:00:00 UTC+0000,6.59,17.6,7.75,17.6
2022-05-07 18:00:00 UTC+0000,9.0,17.14,11.14,17.14
2022-05-07 22:00:00 UTC+0000,0.6,3.51,0.7,3.51
2022-05-08 02:00:00 UTC+0000,2.1,3.16,2.1,3.16
2022-05-08 06:00:00 UTC+0000,5.6,9.46,5.87,9.46
2022-05-08 10:00:00 UTC+0000,8.7,12.35,1.8,12.35
2022-05-08 14:00:00 UTC+0000,8.56,11.79,6.59,11.79
2022-05-08 18:00:00 UTC+0000,9.0,11.29,9.0,11.29
2022-05-08 22:00:00 UTC+0000,0.8,0.85,0.6,2.2
2022-05-09 02:00:00 UTC+0000,13.97,2.88,2.1,5.18
2022-05-09 06:00:00 UTC+0000,12.11,7.6,5.6,12.2
2022-05-09 10:00:00 UTC+0000,4.68,2.49,8.7,8.89
2022-05-09 14:00:00 UTC+0000,20.55,7.75,8.56,13.05
2022-05-09 18:00:00 UTC+0000,22.44,11.14,9.0,12.0
2022-05-09 22:00:00 UTC+0000,0.49,0.8,0.8,1.4
2022-05-10 02:00:00 UTC+0000,6.75,13.97,13.97,4.26
2022-05-10 06:00:00 UTC+0000,9.0,12.11,12.11,10.4
2022-05-10 10:00:00 UTC+0000,10.0,4.68,4.68,4.9
2022-05-10 14:00:00 UTC+0000,14.11,20.55,20.55,12.1
2022-05-10 18:00:00 UTC+0000,16.61,22.44,22.44,9.47
2022-05-10 22:00:00 UTC+0000,0.4,0.49,0.49,1.32
2022-05-11 02:00:00 UTC+0000,4.6,6.75,6.75,3.89
2022-05-11 06:00:00 UTC+0000,8.6,9.0,9.0,9.28
2022-05-11 10:00:00 UTC+0000,6.1,10.0,10.0,3.46
2022-05-11 14:00:00 UTC+0000,13.22,14.11,14.11,10.48
2022-05-11 18:00:00 UTC+0000,15.03,16.61,16.61,9.2
2022-05-11 22:00:00 UTC+0000,0.33,0.4,0.4,1.1
2022-05-12 02:00:00 UTC+0000,5.6,4.6,4.6,3.38
2022-05-12 06:00:00 UTC+0000,8.83,8.6,8.6,8.45
2022-05-12 10:00:00 UTC+0000,5.55,6.1,6.1,2.87
2022-05-12 14:00:00 UTC+0000,12.35,13.22,13.22,9.25
2022-05-12 18:00:00 UTC+0000,21.87,15.03,15.03,8.19
2022-05-12 22:00:00 UTC+0000,0.4,0.33,0.33,0.85
2022-05-13 02:00:00 UTC+0000,4.36,5.6,5.6,2.88
2022-05-13 06:00:00 UTC+0000,9.24,8.83,8.83,7.6
2022-05-13 10:00:00 UTC+0000,4.11,5.55,5.55,2.49
2022-05-13 14:00:00 UTC+0000,10.14,12.35,12.35,7.75
2022-05-13 18:00:00 UTC+0000,27.07,21.87,21.87,11.14
2022-05-13 22:00:00 UTC+0000,0.72,0.7,0.4,0.7
2022-05-14 02:00:00 UTC+0000,2.99,2.1,4.36,2.1
2022-05-14 06:00:00 UTC+0000,6.2,5.87,9.24,5.87
2022-05-14 10:00:00 UTC+0000,4.5,1.8,4.11,1.8
2022-05-14 14:00:00 UTC+0000,14.14,6.59,10.14,6.59
2022-05-14 18:00:00 UTC+0000,32.57,9.0,27.07,9.0
2022-05-14 22:00:00 UTC+0000,0.38,0.6,0.72,0.6
2022-05-15 02:00:00 UTC+0000,2.17,2.1,2.99,2.1
2022-05-15 06:00:00 UTC+0000,5.44,5.6,6.2,5.6
2022-05-15 10:00:00 UTC+0000,3.67,8.7,4.5,8.7
2022-05-15 14:00:00 UTC+0000,10.94,8.56,14.14,8.56
2022-05-15 18:00:00 UTC+0000,22.2,9.0,32.57,9.0
2022-05-15 22:00:00 UTC+0000,2.3,0.4,0.38,0.8
2022-05-16 02:00:00 UTC+0000,6.8,4.36,2.17,13.97
2022-05-16 06:00:00 UTC+0000,13.0,9.24,5.44,12.11
2022-05-16 10:00:00 UTC+0000,6.09,4.11,3.67,4.68
2022-05-16 14:00:00 UTC+0000,15.36,10.14,10.94,20.55
2022-05-16 18:00:00 UTC+0000,17.77,27.07,22.2,22.44
2022-05-16 22:00:00 UTC+0000,1.01,2.3,2.3,0.49
2022-05-17 02:00:00 UTC+0000,5.2,6.8,6.8,6.75
2022-05-17 06:00:00 UTC+0000,9.18,13.0,13.0,9.0
2022-05-17 10:00:00 UTC+0000,4.27,6.09,6.09,10.0
2022-05-17 14:00:00 UTC+0000,13.33,15.36,15.36,14.11
2022-05-17 18:00:00 UTC+0000,13.2,17.77,17.77,16.61
2022-05-17 22:00:00 UTC+0000,0.74,1.01,1.01,0.4
2022-05-18 02:00:00 UTC+0000,4.2,5.2,5.2,4.6
2022-05-18 06:00:00 UTC+0000,8.03,9.18,9.18,8.6
2022-05-18 10:00:00 UTC+0000,3.4,4.27,4.27,6.1
2022-05-18 14:00:00 UTC+0000,14.55,13.33,13.33,13.22
2022-05-18 18:00:00 UTC+0000,16.08,13.2,13.2,15.03
2022-05-18 22:00:00 UTC+0000,0.6,0.74,0.74,0.33
2022-05-19 02:00:00 UTC+0000,3.52,4.2,4.2,5.6
2022-05-19 06:00:00 UTC+0000,7.49,8.03,8.03,8.83
2022-05-19 10:00:00 UTC+0000,3.1,3.4,3.4,5.55
2022-05-19 14:00:00 UTC+0000,12.96,14.55,14.55,12.35
2022-05-19 18:00:00 UTC+0000,12.6,16.08,16.08,21.87
2022-05-19 22:00:00 UTC+0000,0.42,0.6,0.6,0.4
2022-05-20 02:00:00 UTC+0000,2.96,3.52,3.52,4.36
2022-05-20 06:00:00 UTC+0000,6.5,7.49,7.49,9.24
2022-05-20 10:00:00 UTC+0000,2.75,3.1,3.1,4.11
2022-05-20 14:00:00 UTC+0000,10.0,12.96,12.96,10.14
2022-05-20 18:00:00 UTC+0000,11.93,12.6,12.6,27.07
2022-05-20 22:00:00 UTC+0000,5.83,0.72,0.42,0.72
2022-05-21 02:00:00 UTC+0000,2.88,2.99,2.96,2.99
2022-05-21 06:00:00 UTC+0000,6.8,6.2,6.5,6.2
2022-05-21 10:00:00 UTC+0000,2.35,4.5,2.75,4.5
2022-05-21 14:00:00 UTC+0000,9.96,14.14,10.0,14.14
2022-05-21 18:00:00 UTC+0000,20.86,32.57,11.93,32.57
2022-05-21 22:00:00 UTC+0000,2.07,0.38,5.83,0.38
2022-05-22 02:00:00 UTC+0000,2.29,2.17,2.88,2.17
2022-05-22 06:00:00 UTC+0000,5.55,5.44,6.8,5.44
2022-05-22 10:00:00 UTC+0000,2.28,3.67,2.35,3.67
2022-05-22 14:00:00 UTC+0000,9.46,10.94,9.96,10.94
2022-05-22 18:00:00 UTC+0000,24.0,22.2,20.86,22.2
2022-05-22 22:00:00 UTC+0000,1.64,0.42,2.07,2.3
2022-05-23 02:00:00 UTC+0000,4.0,2.96,2.29,6.8
2022-05-23 06:00:00 UTC+0000,7.25,6.5,5.55,13.0
2022-05-23 10:00:00 UTC+0000,3.55,2.75,2.28,6.09
2022-05-23 14:00:00 UTC+0000,10.57,10.0,9.46,15.36
2022-05-23 18:00:00 UTC+0000,13.0,11.93,24.0,17.77
2022-05-23 22:00:00 UTC+0000,1.23,1.64,1.64,1.01
2022-05-24 02:00:00 UTC+0000,3.3,4.0,4.0,5.2
2022-05-24 06:00:00 UTC+0000,9.22,7.25,7.25,9.18
2022-05-24 10:00:00 UTC+0000,3.2,3.55,3.55,4.27
2022-05-24 14:00:00 UTC+0000,10.49,10.57,10.57,13.33
2022-05-24 18:00:00 UTC+0000,16.25,13.0,13.0,13.2
2022-05-24 22:00:00 UTC+0000,1.02,1.23,1.23,0.74
2022-05-25 02:00:00 UTC+0000,2.9,3.3,3.3,4.2
2022-05-25 06:00:00 UTC+0000,7.25,9.22,9.22,8.03
2022-05-25 10:00:00 UTC+0000,2.84,3.2,3.2,3.4
2022-05-25 14:00:00 UTC+0000,8.79,10.49,10.49,14.55
2022-05-25 18:00:00 UTC+0000,18.0,16.25,16.25,16.08
2022-05-25 22:00:00 UTC+0000,4.16,1.02,1.02,0.6
2022-05-26 02:00:00 UTC+0000,2.7,2.9,2.9,3.52
2022-05-26 06:00:00 UTC+0000,6.68,7.25,7.25,7.49
2022-05-26 10:00:00 UTC+0000,2.32,2.84,2.84,3.1
2022-05-26 14:00:00 UTC+0000,7.35,8.79,8.79,12.96
2022-05-26 18:00:00 UTC+0000,16.66,18.0,18.0,12.6
2022-05-26 22:00:00 UTC+0000,2.12,4.16,4.16,0.42
2022-05-27 02:00:00 UTC+0000,2.38,2.7,2.7,2.96
2022-05-27 06:00:00 UTC+0000,6.29,6.68,6.68,6.5
2022-05-27 10:00:00 UTC+0000,2.3,2.32,2.32,2.75
2022-05-27 14:00:00 UTC+0000,6.74,7.35,7.35,10.0
2022-05-27 18:00:00 UTC+0000,15.0,16.66,16.66,11.93
2022-05-27 22:00:00 UTC+0000,1.8,5.83,2.12,5.83
2022-05-28 02:00:00 UTC+0000,2.2,2.88,2.38,2.88
2022-05-28 06:00:00 UTC+0000,4.96,6.8,6.29,6.8
2022-05-28 10:00:00 UTC+0000,1.8,2.35,2.3,2.35
2022-05-28 14:00:00 UTC+0000,6.0,9.96,6.74,9.96
2022-05-28 18:00:00 UTC+0000,14.0,20.86,15.0,20.86
2022-05-28 22:00:00 UTC+0000,1.23,2.07,1.8,2.07
2022-05-29 02:00:00 UTC+0000,1.7,2.29,2.2,2.29
2022-05-29 06:00:00 UTC+0000,4.96,5.55,4.96,5.55
2022-05-29 10:00:00 UTC+0000,1.73,2.28,1.8,2.28
2022-05-29 14:00:00 UTC+0000,7.91,9.46,6.0,9.46
2022-05-29 18:00:00 UTC+0000,12.01,24.0,14.0,24.0
2022-05-29 22:00:00 UTC+0000,1.6,2.12,1.23,1.64
2022-05-30 02:00:00 UTC+0000,4.33,2.38,1.7,4.0
2022-05-30 06:00:00 UTC+0000,9.05,6.29,4.96,7.25
2022-05-30 10:00:00 UTC+0000,3.9,2.3,1.73,3.55
2022-05-30 14:00:00 UTC+0000,12.03,6.74,7.91,10.57
2022-05-30 18:00:00 UTC+0000,13.9,15.0,12.01,13.0
2022-05-30 22:00:00 UTC+0000,1.2,1.6,1.6,1.23
2022-05-31 02:00:00 UTC+0000,8.86,4.33,4.33,3.3
2022-05-31 06:00:00 UTC+0000,9.62,9.05,9.05,9.22
2022-05-31 10:00:00 UTC+0000,3.62,3.9,3.9,3.2
2022-05-31 14:00:00 UTC+0000,12.5,12.03,12.03,10.49
2022-05-31 18:00:00 UTC+0000,15.94,13.9,13.9,16.25
2022-05-31 22:00:00 UTC+0000,1.13,1.2,1.2,1.02
2022-06-01 02:00:00 UTC+0000,4.9,8.86,8.86,2.9
2022-06-01 06:00:00 UTC+0000,7.9,9.62,9.62,7.25
2022-06-01 10:00:00 UTC+0000,3.1,3.62,3.62,2.84
2022-06-01 14:00:00 UTC+0000,11.08,12.5,12.5,8.79
2022-06-01 18:00:00 UTC+0000,14.45,15.94,15.94,18.0
2022-06-01 22:00:00 UTC+0000,0.98,1.13,1.13,4.16
2022-06-02 02:00:00 UTC+0000,3.9,4.9,4.9,2.7
2022-06-02 06:00:00 UTC+0000,7.86,7.9,7.9,6.68
2022-06-02 10:00:00 UTC+0000,2.48,3.1,3.1,2.32
2022-06-02 14:00:00 UTC+0000,9.9,11.08,11.08,7.35
2022-06-02 18:00:00 UTC+0000,11.46,14.45,14.45,16.66
2022-06-02 22:00:00 UTC+0000,0.7,0.98,0.98,2.12
2022-06-03 02:00:00 UTC+0000,3.0,3.9,3.9,2.38
2022-06-03 06:00:00 UTC+0000,6.03,7.86,7.86,6.29
2022-06-03 10:00:00 UTC+0000,2.14,2.48,2.48,2.3
2022-06-03 14:00:00 UTC+0000,9.06,9.9,9.9,6.74
2022-06-03 18:00:00 UTC+0000,12.89,11.46,11.46,15.0
2022-06-03 22:00:00 UTC+0000,1.9,1.8,0.7,1.8
2022-06-04 02:00:00 UTC+0000,2.5,2.2,3.0,2.2
2022-06-04 06:00:00 UTC+0000,5.48,4.96,6.03,4.96
2022-06-04 10:00:00 UTC+0000,2.24,1.8,2.14,1.8
2022-06-04 14:00:00 UTC+0000,8.17,6.0,9.06,6.0
2022-06-04 18:00:00 UTC+0000,17.42,14.0,12.89,14.0
2022-06-04 22:00:00 UTC+0000,2.56,1.23,1.9,1.23
2022-06-05 02:00:00 UTC+0000,2.3,1.7,2.5,1.7
2022-06-05 06:00:00 UTC+0000,5.68,4.96,5.48,4.96
2022-06-05 10:00:00 UTC+0000,2.5,1.73,2.24,1.73
2022-06-05 14:00:00 UTC+0000,7.14,7.91,8.17,7.91
2022-06-05 18:00:00 UTC+0000,14.25,12.01,17.42,12.01
2022-06-05 22:00:00 UTC+0000,2.1,0.7,2.56,1.6
2022-06-06 02:00:00 UTC+0000,2.19,3.0,2.3,4.33
2022-06-06 06:00:00 UTC+0000,5.52,6.03,5.68,9.05
2022-06-06 10:00:00 UTC+0000,2.0,2.14,2.5,3.9
2022-06-06 14:00:00 UTC+0000,6.38,9.06,7.14,12.03
2022-06-06 18:00:00 UTC+0000,11.68,12.89,14.25,13.9
2022-06-06 22:00:00 UTC+0000,1.56,2.1,2.1,1.2
2022-06-07 02:00:00 UTC+0000,2.4,2.19,2.19,8.86
2022-06-07 06:00:00 UTC+0000,10.0,5.52,5.52,9.62
2022-06-07 10:00:00 UTC+0000,3.08,2.0,2.0,3.62
2022-06-07 14:00:00 UTC+0000,8.7,6.38,6.38,12.5
2022-06-07 18:00:00 UTC+0000,12.05,11.68,11.68,15.94
2022-06-07 22:00:00 UTC+0000,1.2,1.56,1.56,1.13
2022-06-08 02:00:00 UTC+0000,3.26,2.4,2.4,4.9
2022-06-08 06:00:00 UTC+0000,9.22,10.0,10.0,7.9
2022-06-08 10:00:00 UTC+0000,2.7,3.08,3.08,3.1
2022-06-08 14:00:00 UTC+0000,10.0,8.7,8.7,11.08
2022-06-08 18:00:00 UTC+0000,20.11,12.05,12.05,14.45
2022-06-08 22:00:00 UTC+0000,0.81,1.2,1.2,0.98
2022-06-09 02:00:00 UTC+0000,2.66,3.26,3.26,3.9
2022-06-09 06:00:00 UTC+0000,7.6,9.22,9.22,7.86
2022-06-09 10:00:00 UTC+0000,2.03,2.7,2.7,2.48
2022-06-09 14:00:00 UTC+0000,10.0,10.0,10.0,9.9
2022-06-09 18:00:00 UTC+0000,11.25,20.11,20.11,11.46
2022-06-09 22:00:00 UTC+0000,0.57,0.81,0.81,0.7
2022-06-10 02:00:00 UTC+0000,1.8,2.66,2.66,3.0
2022-06-10 06:00:00 UTC+0000,6.0,7.6,7.6,6.03
2022-06-10 10:00:00 UTC+0000,1.6,2.03,2.03,2.14
2022-06-10 14:00:00 UTC+0000,6.88,10.0,10.0,9.06
2022-06-10 18:00:00 UTC+0000,13.87,11.25,11.25,12.89
2022-06-10 22:00:00 UTC+0000,1.8,1.9,0.57,1.9
2022-06-11 02:00:00 UTC+0000,1.5,2.5,1.8,2.5
2022-06-11 06:00:00 UTC+0000,4.98,5.48,6.0,5.48
2022-06-11 10:00:00 UTC+0000,1.3,2.24,1.6,2.24
2022-06-11 14:00:00 UTC+0000,6.2,8.17,6.88,8.17
2022-06-11 18:00:00 UTC+0000,14.75,17.42,13.87,17.42
2022-06-11 22:00:00 UTC+0000,1.6,2.56,1.8,2.56
2022-06-12 02:00:00 UTC+0000,2.05,2.3,1.5,2.3
2022-06-12 06:00:00 UTC+0000,7.09,5.68,4.98,5.68
2022-06-12 10:00:00 UTC+0000,1.9,2.5,1.3,2.5
2022-06-12 14:00:00 UTC+0000,7.8,7.14,6.2,7.14
2022-06-12 18:00:00 UTC+0000,13.67,14.25,14.75,14.25
2022-06-12 22:00:00 UTC+0000,1.34,0.57,1.6,2.1
2022-06-13 02:00:00 UTC+0000,2.56,1.8,2.05,2.19
2022-06-13 06:00:00 UTC+0000,14.38,6.0,7.09,5.52
2022-06-13 10:00:00 UTC+0000,2.1,1.6,1.9,2.0
2022-06-13 14:00:00 UTC+0000,14.43,6.88,7.8,6.38
2022-06-13 18:00:00 UTC+0000,13.3,13.87,13.67,11.68
2022-06-13 22:00:00 UTC+0000,1.4,1.34,1.34,1.56
2022-06-14 02:00:00 UTC+0000,6.69,2.56,2.56,2.4
2022-06-14 06:00:00 UTC+0000,10.0,14.38,14.38,10.0
2022-06-14 10:00:00 UTC+0000,3.0,2.1,2.1,3.08
2022-06-14 14:00:00 UTC+0000,18.0,14.43,14.43,8.7
2022-06-14 18:00:00 UTC+0000,35.0,13.3,13.3,12.05
2022-06-14 22:00:00 UTC+0000,1.5,1.4,1.4,1.2
2022-06-15 02:00:00 UTC+0000,8.68,6.69,6.69,3.26
2022-06-15 06:00:00 UTC+0000,13.54,10.0,10.0,9.22
2022-06-15 10:00:00 UTC+0000,88.66,3.0,3.0,2.7
2022-06-15 14:00:00 UTC+0000,38.0,18.0,18.0,10.0
2022-06-15 18:00:00 UTC+0000,53.81,35.0,35.0,20.11
2022-06-15 22:00:00 UTC+0000,2.02,1.5,1.5,0.81
2022-06-16 02:00:00 UTC+0000,5.2,8.68,8.68,2.66
2022-06-16 06:00:00 UTC+0000,9.11,13.54,13.54,7.6
2022-06-16 10:00:00 UTC+0000,27.4,88.66,88.66,2.03
2022-06-16 14:00:00 UTC+0000,16.99,38.0,38.0,10.0
2022-06-16 18:00:00 UTC+0000,27.35,53.81,53.81,11.25
2022-06-16 22:00:00 UTC+0000,1.51,2.02,2.02,0.57
2022-06-17 02:00:00 UTC+0000,5.0,5.2,5.2,1.8
2022-06-17 06:00:00 UTC+0000,10.25,9.11,9.11,6.0
2022-06-17 10:00:00 UTC+0000,15.61,27.4,27.4,1.6
2022-06-17 14:00:00 UTC+0000,14.65,16.99,16.99,6.88
2022-06-17 18:00:00 UTC+0000,32.22,27.35,27.35,13.87
2022-06-17 22:00:00 UTC+0000,2.8,1.8,1.51,1.8
2022-06-18 02:00:00 UTC+0000,3.62,1.5,5.0,1.5
2022-06-18 06:00:00 UTC+0000,7.73,4.98,10.25,4.98
2022-06-18 10:00:00 UTC+0000,8.1,1.3,15.61,1.3
2022-06-18 14:00:00 UTC+0000,18.3,6.2,14.65,6.2
2022-06-18 18:00:00 UTC+0000,44.92,14.75,32.22,14.75
2022-06-18 22:00:00 UTC+0000,1.56,1.6,2.8,1.6
2022-06-19 02:00:00 UTC+0000,2.81,2.05,3.62,2.05
