time (UTC),ground truth,Forecast: Benchmark Lag-1d (mod),Forecast: Benchmark Lag-1d,Forecast: Benchmark Lag-7d
2021-03-10 19:00:00 UTC+0000,2.64,3.0,3.0,3.4175
2021-03-10 23:00:00 UTC+0000,1.25,1.38,1.38,2.6925
2021-03-11 03:00:00 UTC+0000,4.06,5.0275,5.0275,131.1425
2021-03-11 07:00:00 UTC+0000,8.7575,8.7,8.7,42.75
2021-03-11 11:00:00 UTC+0000,1.5,2.07,2.07,2.43
2021-03-11 15:00:00 UTC+0000,9.285,7.8325,7.8325,10.3175
2021-03-11 19:00:00 UTC+0000,2.02,2.64,2.64,2.5
2021-03-11 23:00:00 UTC+0000,0.75,1.25,1.25,2.0625
2021-03-12 03:00:00 UTC+0000,2.94,4.06,4.06,16.7
2021-03-12 07:00:00 UTC+0000,6.0,8.7575,8.7575,14.58
2021-03-12 11:00:00 UTC+0000,1.19,1.5,1.5,2.02
2021-03-12 15:00:00 UTC+0000,7.83,9.285,9.285,9.75
2021-03-12 19:00:00 UTC+0000,1.68,2.02,2.02,2.75
2021-03-12 23:00:00 UTC+0000,0.75,1.03,0.75,1.03
2021-03-13 03:00:00 UTC+0000,2.0,6.125,2.94,6.125
2021-03-13 07:00:00 UTC+0000,3.7275,6.29,6.0,6.29
2021-03-13 11:00:00 UTC+0000,0.84,1.3675,1.19,1.3675
2021-03-13 15:00:00 UTC+0000,6.5,7.75,7.83,7.75
2021-03-13 19:00:00 UTC+0000,2.0925,1.85,1.68,1.85
2021-03-13 23:00:00 UTC+0000,1.75,0.625,0.75,0.625
2021-03-14 03:00:00 UTC+0000,1.72,3.0,2.0,3.0
2021-03-14 07:00:00 UTC+0000,2.68,3.2,3.7275,3.2
2021-03-14 11:00:00 UTC+0000,0.92,0.8725,0.84,0.8725
2021-03-14 15:00:00 UTC+0000,6.47,5.75,6.5,5.75
2021-03-14 19:00:00 UTC+0000,2.4575,1.35,2.0925,1.35
2021-03-14 23:00:00 UTC+0000,2.14,0.75,1.75,2.43
2021-03-15 03:00:00 UTC+0000,8.7325,2.94,1.72,7.72
2021-03-15 07:00:00 UTC+0000,9.8,6.0,2.68,10.67
2021-03-15 11:00:00 UTC+0000,2.345,1.19,0.92,2.89
2021-03-15 15:00:00 UTC+0000,10.4275,7.83,6.47,13.425
2021-03-15 19:00:00 UTC+0000,3.415,1.68,2.4575,3.625
2021-03-15 23:00:00 UTC+0000,1.7,2.14,2.14,1.91
2021-03-16 03:00:00 UTC+0000,4.8,8.7325,8.7325,6.0
2021-03-16 07:00:00 UTC+0000,7.75,9.8,9.8,11.75
2021-03-16 11:00:00 UTC+0000,1.695,2.345,2.345,2.25
2021-03-16 15:00:00 UTC+0000,10.12,10.4275,10.4275,13.72
2021-03-16 19:00:00 UTC+0000,2.73,3.415,3.415,3.0
2021-03-16 23:00:00 UTC+0000,1.25,1.7,1.7,1.38
2021-03-17 03:00:00 UTC+0000,4.7975,4.8,4.8,5.0275
2021-03-17 07:00:00 UTC+0000,8.1825,7.75,7.75,8.7
2021-03-17 11:00:00 UTC+0000,1.3625,1.695,1.695,2.07
2021-03-17 15:00:00 UTC+0000,11.25,10.12,10.12,7.8325
2021-03-17 19:00:00 UTC+0000,2.5,2.73,2.73,2.64
2021-03-17 23:00:00 UTC+0000,0.925,1.25,1.25,1.25
2021-03-18 03:00:00 UTC+0000,3.575,4.7975,4.7975,4.06
2021-03-18 07:00:00 UTC+0000,6.85,8.1825,8.1825,8.7575
2021-03-18 11:00:00 UTC+0000,1.0675,1.3625,1.3625,1.5
2021-03-18 15:00:00 UTC+0000,10.0,11.25,11.25,9.285
2021-03-18 19:00:00 UTC+0000,2.06,2.5,2.5,2.02
2021-03-18 23:00:00 UTC+0000,0.675,0.925,0.925,0.75
2021-03-19 03:00:00 UTC+0000,2.75,3.575,3.575,2.94
2021-03-19 07:00:00 UTC+0000,6.08,6.85,6.85,6.0
2021-03-19 11:00:00 UTC+0000,0.785,1.0675,1.0675,1.19
2021-03-19 15:00:00 UTC+0000,8.57,10.0,10.0,7.83
2021-03-19 19:00:00 UTC+0000,1.45,2.06,2.06,1.68
2021-03-19 23:00:00 UTC+0000,0.83,0.75,0.675,0.75
2021-03-20 03:00:00 UTC+0000,1.925,2.0,2.75,2.0
2021-03-20 07:00:00 UTC+0000,4.5,3.7275,6.08,3.7275
2021-03-20 11:00:00 UTC+0000,0.75,0.84,0.785,0.84
2021-03-20 15:00:00 UTC+0000,5.925,6.5,8.57,6.5
2021-03-20 19:00:00 UTC+0000,1.27,2.0925,1.45,2.0925
2021-03-20 23:00:00 UTC+0000,0.69,1.75,0.83,1.75
2021-03-21 03:00:00 UTC+0000,1.2325,1.72,1.925,1.72
2021-03-21 07:00:00 UTC+0000,2.75,2.68,4.5,2.68
2021-03-21 11:00:00 UTC+0000,0.695,0.92,0.75,0.92
2021-03-21 15:00:00 UTC+0000,5.31,6.47,5.925,6.47
2021-03-21 19:00:00 UTC+0000,1.0575,2.4575,1.27,2.4575
2021-03-21 23:00:00 UTC+0000,1.505,0.675,0.69,2.14
2021-03-22 03:00:00 UTC+0000,5.4775,2.75,1.2325,8.7325
2021-03-22 07:00:00 UTC+0000,9.4,6.08,2.75,9.8
2021-03-22 11:00:00 UTC+0000,1.53,0.785,0.695,2.345
2021-03-22 15:00:00 UTC+0000,12.25,8.57,5.31,10.4275
2021-03-22 19:00:00 UTC+0000,2.5875,1.45,1.0575,3.415
2021-03-22 23:00:00 UTC+0000,1.0,1.505,1.505,1.7
2021-03-23 03:00:00 UTC+0000,3.75,5.4775,5.4775,4.8
2021-03-23 07:00:00 UTC+0000,8.9625,9.4,9.4,7.75
2021-03-23 11:00:00 UTC+0000,1.0675,1.53,1.53,1.695
2021-03-23 15:00:00 UTC+0000,10.83,12.25,12.25,10.12
2021-03-23 19:00:00 UTC+0000,2.13,2.5875,2.5875,2.73
2021-03-23 23:00:00 UTC+0000,0.6325,1.0,1.0,1.25
2021-03-24 03:00:00 UTC+0000,2.825,3.75,3.75,4.7975
2021-03-24 07:00:00 UTC+0000,6.6675,8.9625,8.9625,8.1825
2021-03-24 11:00:00 UTC+0000,0.75,1.0675,1.0675,1.3625
2021-03-24 15:00:00 UTC+0000,8.62,10.83,10.83,11.25
2021-03-24 19:00:00 UTC+0000,1.62,2.13,2.13,2.5
2021-03-24 23:00:00 UTC+0000,0.5325,0.6325,0.6325,0.925
2021-03-25 03:00:00 UTC+0000,2.345,2.825,2.825,3.575
2021-03-25 07:00:00 UTC+0000,5.75,6.6675,6.6675,6.85
2021-03-25 11:00:00 UTC+0000,0.775,0.75,0.75,1.0675
2021-03-25 15:00:00 UTC+0000,8.0,8.62,8.62,10.0
2021-03-25 19:00:00 UTC+0000,1.375,1.62,1.62,2.06
2021-03-25 23:00:00 UTC+0000,0.45,0.5325,0.5325,0.675
2021-03-26 03:00:00 UTC+0000,1.915,2.345,2.345,2.75
2021-03-26 07:00:00 UTC+0000,4.7125,5.75,5.75,6.08
2021-03-26 11:00:00 UTC+0000,0.675,0.775,0.775,0.785
2021-03-26 15:00:00 UTC+0000,6.66,8.0,8.0,8.57
2021-03-26 19:00:00 UTC+0000,1.4225,1.375,1.375,1.45
2021-03-26 23:00:00 UTC+0000,0.425,0.83,0.45,0.83
2021-03-27 03:00:00 UTC+0000,1.2525,1.925,1.915,1.925
2021-03-27 07:00:00 UTC+0000,3.1125,4.5,4.7125,4.5
2021-03-27 11:00:00 UTC+0000,0.425,0.75,0.675,0.75
2021-03-27 15:00:00 UTC+0000,5.8575,5.925,6.66,5.925
2021-03-27 19:00:00 UTC+0000,1.25,1.27,1.4225,1.27
2021-03-27 23:00:00 UTC+0000,0.43,0.69,0.425,0.69
2021-03-28 02:00:00 UTC+0000,0.78,1.2325,1.2525,1.2325
2021-03-28 06:00:00 UTC+0000,2.0,2.75,3.1125,2.75
2021-03-28 10:00:00 UTC+0000,0.375,0.695,0.425,0.695
2021-03-28 14:00:00 UTC+0000,6.325,5.31,5.8575,5.31
2021-03-28 18:00:00 UTC+0000,4.45,1.0575,1.25,1.0575
2021-03-28 22:00:00 UTC+0000,1.56,0.45,0.43,1.505
2021-03-29 02:00:00 UTC+0000,4.22,1.915,0.78,5.4775
2021-03-29 06:00:00 UTC+0000,9.545,4.7125,2.0,9.4
2021-03-29 10:00:00 UTC+0000,1.3475,0.675,0.375,1.53
2021-03-29 14:00:00 UTC+0000,11.36,6.66,6.325,12.25
2021-03-29 18:00:00 UTC+0000,2.85,1.4225,4.45,2.5875
2021-03-29 22:00:00 UTC+0000,0.7975,1.56,1.56,1.0
2021-03-30 02:00:00 UTC+0000,3.5,4.22,4.22,3.75
2021-03-30 06:00:00 UTC+0000,8.505,9.545,9.545,8.9625
2021-03-30 10:00:00 UTC+0000,1.1675,1.3475,1.3475,1.0675
2021-03-30 14:00:00 UTC+0000,8.25,11.36,11.36,10.83
2021-03-30 18:00:00 UTC+0000,2.5,2.85,2.85,2.13
2021-03-30 22:00:00 UTC+0000,0.58,0.7975,0.7975,0.6325
2021-03-31 02:00:00 UTC+0000,2.84,3.5,3.5,2.825
2021-03-31 06:00:00 UTC+0000,7.75,8.505,8.505,6.6675
2021-03-31 10:00:00 UTC+0000,1.0,1.1675,1.1675,0.75
2021-03-31 14:00:00 UTC+0000,6.835,8.25,8.25,8.62
2021-03-31 18:00:00 UTC+0000,3.1825,2.5,2.5,1.62
2021-03-31 22:00:00 UTC+0000,0.47,0.58,0.58,0.5325
2021-04-01 02:00:00 UTC+0000,2.16,2.84,2.84,2.345
2021-04-01 06:00:00 UTC+0000,6.31,7.75,7.75,5.75
2021-04-01 10:00:00 UTC+0000,1.555,1.0,1.0,0.775
2021-04-01 14:00:00 UTC+0000,5.3525,6.835,6.835,8.0
2021-04-01 18:00:00 UTC+0000,2.7075,3.1825,3.1825,1.375
2021-04-01 22:00:00 UTC+0000,0.375,0.47,0.47,0.45
2021-04-02 02:00:00 UTC+0000,1.375,2.16,2.16,1.915
2021-04-02 06:00:00 UTC+0000,5.7625,6.31,6.31,4.7125
2021-04-02 10:00:00 UTC+0000,1.0,1.555,1.555,0.675
2021-04-02 14:00:00 UTC+0000,4.6875,5.3525,5.3525,6.66
2021-04-02 18:00:00 UTC+0000,2.1875,2.7075,2.7075,1.4225
2021-04-02 22:00:00 UTC+0000,0.34,0.425,0.375,0.425
2021-04-03 02:00:00 UTC+0000,1.0,1.2525,1.375,1.2525
2021-04-03 06:00:00 UTC+0000,3.75,3.1125,5.7625,3.1125
2021-04-03 10:00:00 UTC+0000,0.75,0.425,1.0,0.425
2021-04-03 14:00:00 UTC+0000,3.955,5.8575,4.6875,5.8575
2021-04-03 18:00:00 UTC+0000,6.2475,1.25,2.1875,1.25
2021-04-03 22:00:00 UTC+0000,0.36,0.43,0.34,0.43
2021-04-04 02:00:00 UTC+0000,0.79,0.78,1.0,0.78
2021-04-04 06:00:00 UTC+0000,3.0,2.0,3.75,2.0
2021-04-04 10:00:00 UTC+0000,0.585,0.375,0.75,0.375
2021-04-04 14:00:00 UTC+0000,3.8,6.325,3.955,6.325
2021-04-04 18:00:00 UTC+0000,7.1,4.45,6.2475,4.45
2021-04-04 22:00:00 UTC+0000,2.4175,0.375,0.36,1.56
2021-04-05 02:00:00 UTC+0000,1.25,1.375,0.79,4.22
2021-04-05 06:00:00 UTC+0000,2.7525,5.7625,3.0,9.545
2021-04-05 10:00:00 UTC+0000,1.2975,1.0,0.585,1.3475
2021-04-05 14:00:00 UTC+0000,3.94,4.6875,3.8,11.36
2021-04-05 18:00:00 UTC+0000,5.745,2.1875,7.1,2.85
2021-04-05 22:00:00 UTC+0000,1.75,2.4175,2.4175,0.7975
2021-04-06 02:00:00 UTC+0000,3.01,1.25,1.25,3.5
2021-04-06 06:00:00 UTC+0000,6.4725,2.7525,2.7525,8.505
2021-04-06 10:00:00 UTC+0000,2.6775,1.2975,1.2975,1.1675
2021-04-06 14:00:00 UTC+0000,6.41,3.94,3.94,8.25
2021-04-06 18:00:00 UTC+0000,6.6325,5.745,5.745,2.5
2021-04-06 22:00:00 UTC+0000,1.625,1.75,1.75,0.58
2021-04-07 02:00:00 UTC+0000,3.025,3.01,3.01,2.84
2021-04-07 06:00:00 UTC+0000,6.25,6.4725,6.4725,7.75
2021-04-07 10:00:00 UTC+0000,1.735,2.6775,2.6775,1.0
2021-04-07 14:00:00 UTC+0000,5.25,6.41,6.41,6.835
2021-04-07 18:00:00 UTC+0000,4.6,6.6325,6.6325,3.1825
2021-04-07 22:00:00 UTC+0000,1.22,1.625,1.625,0.47
2021-04-08 02:00:00 UTC+0000,2.75,3.025,3.025,2.16
2021-04-08 06:00:00 UTC+0000,6.09,6.25,6.25,6.31
2021-04-08 10:00:00 UTC+0000,1.25,1.735,1.735,1.555
2021-04-08 14:00:00 UTC+0000,7.5,5.25,5.25,5.3525
2021-04-08 18:00:00 UTC+0000,4.0,4.6,4.6,2.7075
2021-04-08 22:00:00 UTC+0000,0.795,1.22,1.22,0.375
2021-04-09 02:00:00 UTC+0000,2.47,2.75,2.75,1.375
2021-04-09 06:00:00 UTC+0000,5.25,6.09,6.09,5.7625
2021-04-09 10:00:00 UTC+0000,0.97,1.25,1.25,1.0
2021-04-09 14:00:00 UTC+0000,7.3375,7.5,7.5,4.6875
2021-04-09 18:00:00 UTC+0000,3.72,4.0,4.0,2.1875
2021-04-09 22:00:00 UTC+0000,0.75,0.34,0.795,0.34
2021-04-10 02:00:00 UTC+0000,1.46,1.0,2.47,1.0
2021-04-10 06:00:00 UTC+0000,4.0825,3.75,5.25,3.75
2021-04-10 10:00:00 UTC+0000,0.75,0.75,0.97,0.75
2021-04-10 14:00:00 UTC+0000,4.5525,3.955,7.3375,3.955
2021-04-10 18:00:00 UTC+0000,3.855,6.2475,3.72,6.2475
2021-04-10 22:00:00 UTC+0000,0.475,0.36,0.75,0.36
2021-04-11 02:00:00 UTC+0000,0.86,0.79,1.46,0.79
2021-04-11 06:00:00 UTC+0000,3.0,3.0,4.0825,3.0
2021-04-11 10:00:00 UTC+0000,0.625,0.585,0.75,0.585
2021-04-11 14:00:00 UTC+0000,3.96,3.8,4.5525,3.8
2021-04-11 18:00:00 UTC+0000,3.375,7.1,3.855,7.1
2021-04-11 22:00:00 UTC+0000,23.8175,0.795,0.475,2.4175
2021-04-12 02:00:00 UTC+0000,30.0,2.47,0.86,1.25
2021-04-12 06:00:00 UTC+0000,45.0,5.25,3.0,2.7525
2021-04-12 10:00:00 UTC+0000,30.0,0.97,0.625,1.2975
2021-04-12 14:00:00 UTC+0000,38.335,7.3375,3.96,3.94
2021-04-12 18:00:00 UTC+0000,14.5,3.72,3.375,5.745
2021-04-12 22:00:00 UTC+0000,11.3625,23.8175,23.8175,1.75
2021-04-13 02:00:00 UTC+0000,22.955,30.0,30.0,3.01
2021-04-13 06:00:00 UTC+0000,25.165,45.0,45.0,6.4725
2021-04-13 10:00:00 UTC+0000,15.7125,30.0,30.0,2.6775
2021-04-13 14:00:00 UTC+0000,20.3825,38.335,38.335,6.41
2021-04-13 18:00:00 UTC+0000,11.1575,14.5,14.5,6.6325
2021-04-13 22:00:00 UTC+0000,5.05,11.3625,11.3625,1.625
2021-04-14 02:00:00 UTC+0000,16.0,22.955,22.955,3.025
2021-04-14 06:00:00 UTC+0000,19.75,25.165,25.165,6.25
2021-04-14 10:00:00 UTC+0000,8.35,15.7125,15.7125,1.735
2021-04-14 14:00:00 UTC+0000,15.125,20.3825,20.3825,5.25
2021-04-14 18:00:00 UTC+0000,9.53,11.1575,11.1575,4.6
2021-04-14 22:00:00 UTC+0000,4.67,5.05,5.05,1.22
2021-04-15 02:00:00 UTC+0000,1892.31,16.0,16.0,2.75
2021-04-15 06:00:00 UTC+0000,2437.5,19.75,19.75,6.09
2021-04-15 10:00:00 UTC+0000,1456.2575,8.35,8.35,1.25
2021-04-15 14:00:00 UTC+0000,263.5,15.125,15.125,7.5
2021-04-15 18:00:00 UTC+0000,8.1775,9.53,9.53,4.0
2021-04-15 22:00:00 UTC+0000,20.5,4.67,4.67,0.795
2021-04-16 02:00:00 UTC+0000,70.0,1892.31,1892.31,2.47
2021-04-16 06:00:00 UTC+0000,111.0,2437.5,2437.5,5.25
2021-04-16 10:00:00 UTC+0000,50.0,1456.2575,1456.2575,0.97
2021-04-16 14:00:00 UTC+0000,48.215,263.5,263.5,7.3375
2021-04-16 18:00:00 UTC+0000,67.85,8.1775,8.1775,3.72
2021-04-16 22:00:00 UTC+0000,8.5,0.75,20.5,0.75
2021-04-17 02:00:00 UTC+0000,14.4975,1.46,70.0,1.46
2021-04-17 06:00:00 UTC+0000,19.3325,4.0825,111.0,4.0825
2021-04-17 10:00:00 UTC+0000,12.7275,0.75,50.0,0.75
2021-04-17 14:00:00 UTC+0000,15.8525,4.5525,48.215,4.5525
2021-04-17 18:00:00 UTC+0000,17.0,3.855,67.85,3.855
2021-04-17 22:00:00 UTC+0000,4.7225,0.475,8.5,0.475
2021-04-18 02:00:00 UTC+0000,7.375,0.86,14.4975,0.86
2021-04-18 06:00:00 UTC+0000,11.9225,3.0,19.3325,3.0
2021-04-18 10:00:00 UTC+0000,7.0,0.625,12.7275,0.625
2021-04-18 14:00:00 UTC+0000,10.75,3.96,15.8525,3.96
2021-04-18 18:00:00 UTC+0000,10.0725,3.375,17.0,3.375
2021-04-18 22:00:00 UTC+0000,10.5,20.5,4.7225,23.8175
2021-04-19 02:00:00 UTC+0000,24.25,70.0,7.375,30.0
2021-04-19 06:00:00 UTC+0000,35.755,111.0,11.9225,45.0
2021-04-19 10:00:00 UTC+0000,17.0825,50.0,7.0,30.0
2021-04-19 14:00:00 UTC+0000,19.525,48.215,10.75,38.335
2021-04-19 18:00:00 UTC+0000,16.0,67.85,10.0725,14.5
2021-04-19 22:00:00 UTC+0000,5.375,10.5,10.5,11.3625
2021-04-20 02:00:00 UTC+0000,14.59,24.25,24.25,22.955
2021-04-20 06:00:00 UTC+0000,23.39,35.755,35.755,25.165
2021-04-20 10:00:00 UTC+0000,10.4,17.0825,17.0825,15.7125
2021-04-20 14:00:00 UTC+0000,16.25,19.525,19.525,20.3825
2021-04-20 18:00:00 UTC+0000,12.0,16.0,16.0,11.1575
2021-04-20 22:00:00 UTC+0000,3.25,5.375,5.375,5.05
2021-04-21 02:00:00 UTC+0000,10.385,14.59,14.59,16.0
2021-04-21 06:00:00 UTC+0000,20.5275,23.39,23.39,19.75
2021-04-21 10:00:00 UTC+0000,6.75,10.4,10.4,8.35
2021-04-21 14:00:00 UTC+0000,11.3975,16.25,16.25,15.125
2021-04-21 18:00:00 UTC+0000,7.87,12.0,12.0,9.53
2021-04-21 22:00:00 UTC+0000,2.1125,3.25,3.25,4.67
2021-04-22 02:00:00 UTC+0000,8.64,10.385,10.385,1892.31
2021-04-22 06:00:00 UTC+0000,19.8925,20.5275,20.5275,2437.5
2021-04-22 10:00:00 UTC+0000,5.24,6.75,6.75,1456.2575
2021-04-22 14:00:00 UTC+0000,10.6975,11.3975,11.3975,263.5
2021-04-22 18:00:00 UTC+0000,8.75,7.87,7.87,8.1775
2021-04-22 22:00:00 UTC+0000,1.48,2.1125,2.1125,20.5
2021-04-23 02:00:00 UTC+0000,7.5,8.64,8.64,70.0
2021-04-23 06:00:00 UTC+0000,13.95,19.8925,19.8925,111.0
2021-04-23 10:00:00 UTC+0000,3.6125,5.24,5.24,50.0
2021-04-23 14:00:00 UTC+0000,8.8175,10.6975,10.6975,48.215
2021-04-23 18:00:00 UTC+0000,15.4275,8.75,8.75,67.85
2021-04-23 22:00:00 UTC+0000,1.165,8.5,1.48,8.5
2021-04-24 02:00:00 UTC+0000,4.8475,14.4975,7.5,14.4975
2021-04-24 06:00:00 UTC+0000,9.625,19.3325,13.95,19.3325
2021-04-24 10:00:00 UTC+0000,2.6025,12.7275,3.6125,12.7275
2021-04-24 14:00:00 UTC+0000,6.8275,15.8525,8.8175,15.8525
2021-04-24 18:00:00 UTC+0000,9.93,17.0,15.4275,17.0
2021-04-24 22:00:00 UTC+0000,1.11,4.7225,1.165,4.7225
2021-04-25 02:00:00 UTC+0000,4.165,7.375,4.8475,7.375
2021-04-25 06:00:00 UTC+0000,7.765,11.9225,9.625,11.9225
2021-04-25 10:00:00 UTC+0000,2.25,7.0,2.6025,7.0
2021-04-25 14:00:00 UTC+0000,5.83,10.75,6.8275,10.75
2021-04-25 18:00:00 UTC+0000,7.75,10.0725,9.93,10.0725
2021-04-25 22:00:00 UTC+0000,8.25,1.48,1.11,10.5
2021-04-26 02:00:00 UTC+0000,15.04,7.5,4.165,24.25
2021-04-26 06:00:00 UTC+0000,17.5,13.95,7.765,35.755
2021-04-26 10:00:00 UTC+0000,11.0,3.6125,2.25,17.0825
2021-04-26 14:00:00 UTC+0000,14.52,8.8175,5.83,19.525
2021-04-26 18:00:00 UTC+0000,10.6775,15.4275,7.75,16.0
2021-04-26 22:00:00 UTC+0000,4.5,8.25,8.25,5.375
2021-04-27 02:00:00 UTC+0000,10.0475,15.04,15.04,14.59
2021-04-27 06:00:00 UTC+0000,13.1575,17.5,17.5,23.39
2021-04-27 10:00:00 UTC+0000,7.25,11.0,11.0,10.4
2021-04-27 14:00:00 UTC+0000,10.41,14.52,14.52,16.25
2021-04-27 18:00:00 UTC+0000,8.5,10.6775,10.6775,12.0
2021-04-27 22:00:00 UTC+0000,2.75,4.5,4.5,3.25
2021-04-28 02:00:00 UTC+0000,7.875,10.0475,10.0475,10.385
2021-04-28 06:00:00 UTC+0000,11.285,13.1575,13.1575,20.5275
2021-04-28 10:00:00 UTC+0000,6.0,7.25,7.25,6.75
2021-04-28 14:00:00 UTC+0000,8.5,10.41,10.41,11.3975
2021-04-28 18:00:00 UTC+0000,6.97,8.5,8.5,7.87
2021-04-28 22:00:00 UTC+0000,1.8575,2.75,2.75,2.1125
2021-04-29 02:00:00 UTC+0000,6.115,7.875,7.875,8.64
2021-04-29 06:00:00 UTC+0000,9.65,11.285,11.285,19.8925
2021-04-29 10:00:00 UTC+0000,4.485,6.0,6.0,5.24
2021-04-29 14:00:00 UTC+0000,7.23,8.5,8.5,10.6975
2021-04-29 18:00:00 UTC+0000,5.6,6.97,6.97,8.75
2021-04-29 22:00:00 UTC+0000,19.25,1.8575,1.8575,1.48
2021-04-30 02:00:00 UTC+0000,41.425,6.115,6.115,7.5
2021-04-30 06:00:00 UTC+0000,42.105,9.65,9.65,13.95
2021-04-30 10:00:00 UTC+0000,20.3125,4.485,4.485,3.6125
2021-04-30 14:00:00 UTC+0000,36.0,7.23,7.23,8.8175
2021-04-30 18:00:00 UTC+0000,46.875,5.6,5.6,15.4275
2021-04-30 22:00:00 UTC+0000,9.58,1.165,19.25,1.165
2021-05-01 02:00:00 UTC+0000,9.8575,4.8475,41.425,4.8475
2021-05-01 06:00:00 UTC+0000,13.58,9.625,42.105,9.625
2021-05-01 10:00:00 UTC+0000,7.25,2.6025,20.3125,2.6025
2021-05-01 14:00:00 UTC+0000,12.8425,6.8275,36.0,6.8275
2021-05-01 18:00:00 UTC+0000,19.665,9.93,46.875,9.93
2021-05-01 22:00:00 UTC+0000,5.2075,1.11,9.58,1.11
2021-05-02 02:00:00 UTC+0000,5.875,4.165,9.8575,4.165
2021-05-02 06:00:00 UTC+0000,9.095,7.765,13.58,7.765
2021-05-02 10:00:00 UTC+0000,5.1725,2.25,7.25,2.25
2021-05-02 14:00:00 UTC+0000,9.8925,5.83,12.8425,5.83
2021-05-02 18:00:00 UTC+0000,12.3175,7.75,19.665,7.75
2021-05-02 22:00:00 UTC+0000,29.8,19.25,5.2075,8.25
2021-05-03 02:00:00 UTC+0000,36.115,41.425,5.875,15.04
2021-05-03 06:00:00 UTC+0000,63.75,42.105,9.095,17.5
2021-05-03 10:00:00 UTC+0000,53.0,20.3125,5.1725,11.0
2021-05-03 14:00:00 UTC+0000,37.305,36.0,9.8925,14.52
2021-05-03 18:00:00 UTC+0000,37.1625,46.875,12.3175,10.6775
2021-05-03 22:00:00 UTC+0000,19.37,29.8,29.8,4.5
2021-05-04 02:00:00 UTC+0000,22.6825,36.115,36.115,10.0475
2021-05-04 06:00:00 UTC+0000,42.175,63.75,63.75,13.1575
2021-05-04 10:00:00 UTC+0000,27.175,53.0,53.0,7.25
2021-05-04 14:00:00 UTC+0000,26.6625,37.305,37.305,10.41
2021-05-04 18:00:00 UTC+0000,22.9075,37.1625,37.1625,8.5
2021-05-04 22:00:00 UTC+0000,92.0,19.37,19.37,2.75
2021-05-05 02:00:00 UTC+0000,75.0,22.6825,22.6825,7.875
2021-05-05 06:00:00 UTC+0000,225.0,42.175,42.175,11.285
2021-05-05 10:00:00 UTC+0000,166.5,27.175,27.175,6.0
2021-05-05 14:00:00 UTC+0000,139.04,26.6625,26.6625,8.5
2021-05-05 18:00:00 UTC+0000,86.4625,22.9075,22.9075,6.97
2021-05-05 22:00:00 UTC+0000,31.25,92.0,92.0,1.8575
2021-05-06 02:00:00 UTC+0000,36.4275,75.0,75.0,6.115
2021-05-06 06:00:00 UTC+0000,68.0,225.0,225.0,9.65
2021-05-06 10:00:00 UTC+0000,52.25,166.5,166.5,4.485
2021-05-06 14:00:00 UTC+0000,84.81,139.04,139.04,7.23
2021-05-06 18:00:00 UTC+0000,44.17,86.4625,86.4625,5.6
2021-05-06 22:00:00 UTC+0000,19.4225,31.25,31.25,19.25
2021-05-07 02:00:00 UTC+0000,30.0,36.4275,36.4275,41.425
2021-05-07 06:00:00 UTC+0000,56.125,68.0,68.0,42.105
2021-05-07 10:00:00 UTC+0000,33.1675,52.25,52.25,20.3125
2021-05-07 14:00:00 UTC+0000,44.0,84.81,84.81,36.0
2021-05-07 18:00:00 UTC+0000,62.7775,44.17,44.17,46.875
2021-05-07 22:00:00 UTC+0000,12.235,9.58,19.4225,9.58
2021-05-08 02:00:00 UTC+0000,16.0,9.8575,30.0,9.8575
2021-05-08 06:00:00 UTC+0000,25.9725,13.58,56.125,13.58
2021-05-08 10:00:00 UTC+0000,19.5825,7.25,33.1675,7.25
2021-05-08 14:00:00 UTC+0000,27.55,12.8425,44.0,12.8425
2021-05-08 18:00:00 UTC+0000,35.0,19.665,62.7775,19.665
2021-05-08 22:00:00 UTC+0000,14.375,5.2075,12.235,5.2075
2021-05-09 02:00:00 UTC+0000,12.45,5.875,16.0,5.875
2021-05-09 06:00:00 UTC+0000,22.5,9.095,25.9725,9.095
2021-05-09 10:00:00 UTC+0000,25.1475,5.1725,19.5825,5.1725
2021-05-09 14:00:00 UTC+0000,26.875,9.8925,27.55,9.8925
2021-05-09 18:00:00 UTC+0000,25.25,12.3175,35.0,12.3175
2021-05-09 22:00:00 UTC+0000,15.73,19.4225,14.375,29.8
2021-05-10 02:00:00 UTC+0000,23.975,30.0,12.45,36.115
2021-05-10 06:00:00 UTC+0000,36.78,56.125,22.5,63.75
2021-05-10 10:00:00 UTC+0000,27.0,33.1675,25.1475,53.0
2021-05-10 14:00:00 UTC+0000,30.5,44.0,26.875,37.305
2021-05-10 18:00:00 UTC+0000,25.0,62.7775,25.25,37.1625
2021-05-10 22:00:00 UTC+0000,12.25,15.73,15.73,19.37
2021-05-11 02:00:00 UTC+0000,19.0,23.975,23.975,22.6825
2021-05-11 06:00:00 UTC+0000,34.69,36.78,36.78,42.175
2021-05-11 10:00:00 UTC+0000,19.05,27.0,27.0,27.175
2021-05-11 14:00:00 UTC+0000,23.67,30.5,30.5,26.6625
2021-05-11 18:00:00 UTC+0000,19.2225,25.0,25.0,22.9075
2021-05-11 22:00:00 UTC+0000,8.725,12.25,12.25,92.0
2021-05-12 02:00:00 UTC+0000,13.5625,19.0,19.0,75.0
2021-05-12 06:00:00 UTC+0000,24.5,34.69,34.69,225.0
